bucket,artist,title,filePath,rvtr,matchedTitle,matchedArtist,score,artistScore,titleScore,tier,assigned,assignError
no-candidate,Simple Minds,Ghost Dancing,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Simple Minds - Ghost Dancing.mp4,,,,0,0,0,,no,
no-candidate,The Boomtown Rats,Rat Trap,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Boomtown Rats - Rat Trap.mp4,,,,0,0,0,,no,
no-candidate,Quietdrive,Time After Time,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Quietdrive - Time After Time.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Jewel - You Were Meant For Me.mp4,,,,0,0,0,,no,
no-candidate,Puddle of Mudd,Drift And Die,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Puddle of Mudd - Drift And Die.mp4,,,,0,0,0,,no,
no-candidate,Blancmange,Living On The Ceiling,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Blancmange - Living On The Ceiling.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Mac Davis - I Believe In Music.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/War - Why Can t We Be Friends_.mp4,,,,0,0,0,,no,
no-candidate,Sneaker Pimps,6 Underground,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Sneaker Pimps - 6 Underground.mp4,,,,0,0,0,,no,
no-candidate,Spandau Ballet,We Are Virgin,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Spandau Ballet - We Are Virgin.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Alice In Chains - Man in the Box.mp4,,,,0,0,0,,no,
no-candidate,Macklemore,Thrift Shop Clean,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Macklemore - Thrift Shop Clean.mp4,,,,0,0,0,,no,
no-candidate,"Lauper, Cyndi",Time After Time,"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Lauper, Cyndi - Time After Time.mp4",,,,0,0,0,,no,
no-candidate,Julia Fordham,Happy Ever After,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Julia Fordham - Happy Ever After.mp4,,,,0,0,0,,no,
no-candidate,JMSN,Soft Spot,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/JMSN - Soft Spot (Directors Cut).mp4,,,,0,0,0,,no,
no-candidate,Moody Blues,Tuesday Afternoon,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Moody Blues - Tuesday Afternoon.mp4,,,,0,0,0,,no,
no-candidate,Giveon,Heartbreak Anniversary,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Giveon - Heartbreak Anniversary.mp4,,,,0,0,0,,no,
no-candidate,The Beach Boys,Then I Kissed Her,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - Then I Kissed Her.mp4,,,,0,0,0,,no,
no-candidate,The Move,Night Of Fear French TV,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Move - Night Of Fear French TV.mp4,,,,0,0,0,,no,
no-candidate,B.A. Robertson,Kool In the Kaftan,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/B.A. Robertson - Kool In the Kaftan.mp4,,,,0,0,0,,no,
no-candidate,Cat Stevens,I'm Gonna Get Me A Gun,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Cat Stevens - I'm Gonna Get Me A Gun.mp4,,,,0,0,0,,no,
no-candidate,Michael Jackson,History Mega-Mix,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Michael Jackson - History Mega-Mix.mp4,,,,0,0,0,,no,
no-candidate,The Move,I Can Hear The Grass Grow,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Move - I Can Hear The Grass Grow.mp4,,,,0,0,0,,no,
no-candidate,Lloyd,Set Adrift Around The World,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Lloyd - Set Adrift Around The World.mp4,,,,0,0,0,,no,
no-candidate,Moulin Rouge,Elephant Love Medley,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Moulin Rouge - Elephant Love Medley.mp4,,,,0,0,0,,no,
no-candidate,Cliff Richard,A World Of Difference,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Cliff Richard - A World Of Difference.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/00.31.44.000-Thompson Twins / Steve Stevens / Nile Rodgers / Madonna - Revolution (Philadelphia).mp4,,,,0,0,0,,no,
no-candidate,Patsy Cline,Walkin' After Midnight,/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Patsy Cline - Walkin' After Midnight.mp4,,,,0,0,0,,no,
no-candidate,Confederate Railroad,Trashy Women,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Confederate Railroad - Trashy Women.mp4,,,,0,0,0,,no,
no-candidate,Cyndi Lauper,Time After Time (Live),/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Cyndi Lauper - Time After Time (Live).mp4,,,,0,0,0,,no,
no-candidate,Judas Priest,Living After Midnight,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Judas Priest - Living After Midnight.mp4,,,,0,0,0,,no,
no-candidate,Pink Floyd,Interstellar Overdrive,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Pink Floyd - Interstellar Overdrive.mp4,,,,0,0,0,,no,
no-candidate,Moody Blues,Tuesday Afternoon (1970),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Moody Blues - Tuesday Afternoon (1970).mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/01.07.09.000-Mick Jagger / Tina Turner - State Of Shock / It's Only Rock 'n' Roll (Philadelphia).mp4,,,,0,0,0,,no,
no-candidate,Little River Band,Happy Anniversary,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Little River Band - Happy Anniversary.mp4,,,,0,0,0,,no,
no-candidate,Nena,99 Luftballoons (German version),/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Nena - 99 Luftballoons (German version).mp4,,,,0,0,0,,no,
no-candidate,Elvis Presley,His Latest Flame Remix,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Elvis Presley - His Latest Flame Remix.mp4,,,,0,0,0,,no,
no-candidate,The Style Council,Internationalists,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Style Council - Internationalists.mp4,,,,0,0,0,,no,
no-candidate,The Style Council,The Big Boss Groove,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Style Council - The Big Boss Groove.mp4,,,,0,0,0,,no,
no-candidate,Gimme Gimme Good Lovin,Crazy Elephant,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gimme Gimme Good Lovin - Crazy Elephant.mp4,,,,0,0,0,,no,
no-candidate,Diana Ross & The Supremes,Medley (Live),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Diana Ross & The Supremes - Medley (Live).mp4,,,,0,0,0,,no,
no-candidate,Junior Brown Highway Patrol ‌‌,Bohemia Afterdark,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Junior Brown Highway Patrol ‌‌ - Bohemia Afterdark.mp4,,,,0,0,0,,no,
no-candidate,TUPAC FT DR DRE,CALIFORNIA LOVE REMIX,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/TUPAC feat. DR DRE - CALIFORNIA LOVE REMIX.mp4,,,,0,0,0,,no,
no-candidate,Neil Young,The Needle And The Damage Done,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Neil Young - The Needle And The Damage Done.mp4,,,,0,0,0,,no,
no-candidate,Big Sean,Dance (A$) Remix ft. Nicki Minaj,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Big Sean feat. Nicki Minaj - Dance  Remix (A$$).mp4,,,,0,0,0,,no,
no-candidate,Willie Nelson & Bob Dylan,Pancho And Lefty,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Willie Nelson & Bob Dylan - Pancho And Lefty.mp4,,,,0,0,0,,no,
no-candidate,The Statler Brothers,Child Of The Fifties,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/The Statler Brothers - Child Of The Fifties.mp4,,,,0,0,0,,no,
no-candidate,"Ryan Hurd, Maren Morris",Chasing After You,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Ryan Hurd, Maren Morris - Chasing After You.mp4",,,,0,0,0,,no,
no-candidate,Willie Nelson,Medley On The Grand Ole Opry,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Willie Nelson - Medley On The Grand Ole Opry.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/01.12.06.000-Bob Dylan / Keith Richards / Ron Wood - Blowin' In The Wind (Philadelphia).mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/00.49.31.000-Elton John / Kiki Dee - Don't Go Breaking My Heart (London).mp4,,,,0,0,0,,no,
no-candidate,Rita Coolidge,Your Love Has Lifted Me Higher,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Rita Coolidge - Your Love Has Lifted Me Higher.mp4,,,,0,0,0,,no,
no-candidate,Timbaland F.Nelly Furtado,Morning After Dark,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Timbaland F.Nelly Furtado - Morning After Dark.mp4,,,,0,0,0,,no,
no-candidate,"Bob Dylan, Johnny Cash, Eric Clapton, George Harrison",Bob Dylan: The 30th Anniversary Concert Celebration,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Bob Dylan, Johnny Cash, Eric Clapton, George Harrison - Bob Dylan_ The 30th Anniversary Concert Celebration.mp4",,,,0,0,0,,no,
no-candidate,Willie Nelson & Merle Haggard,Pancho And Lefty,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Willie Nelson & Merle Haggard - Pancho And Lefty.mp4,,,,0,0,0,,no,
no-candidate,Mott The Hoople,Ready For Love / After Lights,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Mott The Hoople - Ready For Love _ After Lights.mp4,,,,0,0,0,,no,
no-candidate,Olivia Newton John,Medley w: Andy Gibb and Abba,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Olivia Newton John - Medley w_ Andy Gibb and Abba.mp4,,,,0,0,0,,no,
no-candidate,Luke Kelly & The Dubliners,The Black Velvet Band,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Luke Kelly & The Dubliners - The Black Velvet Band.mp4,,,,0,0,0,,no,
no-candidate,Val Doonican,If The Whole World Stopped Lovin`,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Val Doonican - If The Whole World Stopped Lovin`.mp4,,,,0,0,0,,no,
no-candidate,George Thorogood & The Destroyers,Madison Blues,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/George Thorogood & The Destroyers - Madison Blues.mp4,,,,0,0,0,,no,
no-candidate,Engelbert Humperdinck,There Goe's My Everything,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Engelbert Humperdinck - There Goe's My Everything.mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/00.55.09.000-Elton John / George Michael - Don’t Let The Sun Go Down On Me (London).mp4,,,,0,0,0,,no,
no-candidate,Jimmy Buffett,Too Drunk To Karaoke ft. Toby Keith,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jimmy Buffett - Too Drunk To Karaoke ft. Toby Keith.mp4,,,,0,0,0,,no,
no-candidate,1967 TV Commercials,Our Lives Through Commercials,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/1967 TV Commercials - Our Lives Through Commercials.mp4,,,,0,0,0,,no,
no-candidate,,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Elvis Presley - Rubberneckin (Stop, Look and Listen).mp4",,,,0,0,0,,no,
no-candidate,Jimmy Buffett ft. Toby Keith,Too Drunk To Karaoke,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jimmy Buffett feat. Toby Keith - Too Drunk To Karaoke.mp4,,,,0,0,0,,no,
no-candidate,George Thorogood & The Destroyers,The Sky Is Crying,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/George Thorogood & The Destroyers - The Sky Is Crying.mp4,,,,0,0,0,,no,
no-candidate,Neil Young,Nothing Is Perfect (In God's Perfect Plan),/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Neil Young - Nothing Is Perfect (In God's Perfect Plan).mp4,,,,0,0,0,,no,
no-candidate,,,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/00.06.10.000-Ashford & Simpson / Teddy Pendergrass - Reach Out And Touch (Philadelphia).mp4,,,,0,0,0,,no,
no-candidate,Merle Haggard,Medley (In Prison With Johnny Paycheck ),/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Merle Haggard - Medley (In Prison With Johnny Paycheck).mp4,,,,0,0,0,,no,
no-candidate,I'd Love to Change the World,Alvin Lee & Ten Years After,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/I'd Love to Change the World - Alvin Lee & Ten Years After.mp4,,,,0,0,0,,no,
no-candidate,The Mills Brothers,"Glow Worm, Cab Driver (Deaan Martin)","/Users/bobhopp/DJ MEDIA/VIDEO/1950's/The Mills Brothers - Glow Worm, Cab Driver (Deaan Martin).mp4",,,,0,0,0,,no,
no-candidate,,,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1960's/Gladys Knight & B.B. King - The Thrill Is Gone (Midnight Special).avi,,,,0,0,0,,no,
no-candidate,,,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1960's/The Doors - Light My Fire.avi,,,,0,0,0,,no,
no-candidate,Cher,Just Like Jessie James,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Cher - Just Like Jessie James.mp4,,,,0,0,0,,no,
no-candidate,Helen Schneider & Kick,Rock 'n' Roll Gypsy,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Helen Schneider & Kick - Rock 'n' Roll Gypsy.mp4,,,,0,0,0,,no,
