rvtr,track_title,track_artist,rvar,album_id,album_title,rval,album_artist,rvar_album_artist,release_year,release_date,track_number,relationship_source,relationship_confidence,relationship_type,artwork_available,billboard_200_membership,cross_artist_relationship,review_status,duplicate_relationship
"RVTR000882","I Wanna Get With U","guy","","30404","The Future","RVAL029611","guy","RVAR003824","1990","","2","canonical_album_tracks","1.0","","yes","yes","no","curated","no"
"RVTR000959","Give It To Me Baby","rick james","","33580","Street Songs","RVAL198237","rick james","RVAR005148","1981","","6","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR000959","Give It To Me Baby","rick james","","33579","Reflections","RVAL341090","rick james","RVAR005148","1984","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR000968","I Know What You Want","busta rhymes","","31981","It Ain't Safe No More...","RVAL465165","busta rhymes","RVAR004577","2002","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR000970","You'Ll Never Walk Alone","gerry and the pacemakers","","35590","Gerry & The Pacemakers Greatest Hits","RVAL430563","gerry and the pacemakers","RVAR006049","1965","","1","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR001002","Breathe Stretch Shake","mase","","39295","Welcome Back","RVAL271654","mase","RVAR007028","2004","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001196","Throw It In The Bag","fabolous","","31060","Loso's Way (Soundtrack)","RVAL886358","fabolous","RVAR004154","2009","","14","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR001196","Throw It In The Bag","fabolous","","31060","Loso's Way (Soundtrack)","RVAL886358","fabolous","RVAR004154","2009","","15","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001257","Sunflower","glen campbell","","33454","Southern Nights","RVAL016147","glen campbell","RVAR005102","1977","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001257","Sunflower","glen campbell","","33454","Southern Nights","RVAL016147","glen campbell","RVAR005102","1977","","5","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001341","When You'Re In Love With A Beautiful Woman","dr. hook","","21786","Pleasure + Pain","RVAL674311","dr. hook","RVAR000036","1978","","3","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR001420","New Girl Now","honeymoon suite","","27479","Honeymoon Suite","RVAL273769","honeymoon suite","RVAR002615","1984","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001420","New Girl Now","honeymoon suite","","27479","Honeymoon Suite","RVAL273769","honeymoon suite","RVAR002615","1984","","4","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001515","In Your Eyes","kylie minogue","","38690","Fever","RVAL440101","kylie minogue","RVAR006737","2002","","8","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001525","Make Up Your Mind","aurra","","34869","A Little Love","RVAL657458","aurra","RVAR005719","1982","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001568","Ride Wit U","joe","","33614","And Then...","RVAL683600","joe","RVAR005160","2004","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001568","Ride Wit U","joe","","33614","And Then...","RVAL683600","joe","RVAR005160","2004","","10","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001664","You Can Have Him","dionne warwick","","28295","The Sensitive Sound Of Dionne Warwick","RVAL667467","dionne warwick","RVAR002945","1965","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001664","You Can Have Him","dionne warwick","","28295","The Sensitive Sound Of Dionne Warwick","RVAL667467","dionne warwick","RVAR002945","1965","","6","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR001679","Right Here","staind","","28237","Chapter V","RVAL252202","staind","RVAR002931","2005","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR001679","Right Here","staind","","28239","Live From Mohegan Sun","RVAL682510","staind","RVAR002931","2012","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR001700","When You Need My Love","darryl worley","","35105","Have You Forgotten?","RVAL847598","darryl worley","RVAR005810","2003","","11","canonical_album_tracks","0.86","","yes","yes","no","ok","no"
"RVTR001700","When You Need My Love","darryl worley","","35105","Have You Forgotten?","RVAL847598","darryl worley","RVAR005810","2003","","12","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR001854","Goodbye Marlon Brando","elton john","","37635","Reg Strikes Back","RVAL298458","elton john","RVAR006296","1988","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR001941","Making Every Minute Count","spanky and our gang","","28368","Spanky And Our Gang","RVAL416388","spanky and our gang","RVAR002986","1967","","4","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR001941","Making Every Minute Count","spanky and our gang","","28369","Spanky's Greatest Hit(s)","RVAL703268","spanky and our gang","RVAR002986","1969","","11","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR001951","Love Walks In","van halen","","27523","5150","RVAL989906","van halen","RVAR002632","1986","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR002077","Just In Case","jaheim","","25686","Classic Jaheim Vol. 1","RVAL022446","jaheim","RVAR001754","2008","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002344","Wrapped Around Your Finger","The Police","","42553","Synchronicity","RVAL909994","The Police","RVAR008576","1983","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002344","Wrapped Around Your Finger","The Police","","42554","The Police","RVAL552314","The Police","RVAR008576","2007","","6","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002390","99 9 Sure I'Ve Never Been Here Before","brian mccomas","","24701","Brian McComas","RVAL946958","brian mccomas","RVAR001321","2003","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002457","For The Love Of Him","bobbi martin","","26311","For The Love Of Him","RVAL796757","bobbi martin","RVAR002000","1970","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR002528","Angel","rod stewart","","26219","Never A Dull Moment","RVAL189549","rod stewart","RVAR001978","1972","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002528","Angel","rod stewart","","26203","Best Rod Stewart","RVAL481492","rod stewart","RVAR001978","1976","","17","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002528","Angel","rod stewart","","26230","Storyteller/Complete Anthology: 1964-1990","RVAL278755","rod stewart","RVAR001978","1989","","8","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002531","Don'T Take Your Guns To Town","johnny cash","","27924","The Legend Of Johnny Cash: Vol. II","RVAL833499","johnny cash","RVAR002767","2006","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002651","Young Birds Fly","The Cryan' Shames","","42908","A Scratch In The Sky","RVAL877348","The Cryan' Shames","RVAR008748","1968","","9","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR002651","Young Birds Fly","The Cryan' Shames","","42908","A Scratch In The Sky","RVAL877348","The Cryan' Shames","RVAR008748","1968","","11","canonical_album_tracks","0.86","","yes","yes","no","ok","no"
"RVTR002662","My Sweet Summer Suite","love unlimited orchestra","","34392","My Sweet Summer Suite","RVAL393245","love unlimited orchestra","RVAR005490","1976","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002814","Fine Again","seether","","28057","Disclaimer","RVAL625718","seether","RVAR002845","2002","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002814","Fine Again","seether","","28058","Disclaimer II","RVAL162602","seether","RVAR002845","2004","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002814","Fine Again","seether","","28058","Disclaimer II","RVAL162602","seether","RVAR002845","2004","","10","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR002814","Fine Again","seether","","28065","Seether: 2002-2013","RVAL746737","seether","RVAR002845","2013","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR002832","Big Machine","goo goo dolls","","34031","Gutterflower","RVAL486082","goo goo dolls","RVAR005317","2002","","8","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002832","Big Machine","goo goo dolls","","34033","Live In Buffalo - July 4th 2004","RVAL871676","goo goo dolls","RVAR005317","2004","","9","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002857","If Only I Had My Mind On Something Else","bee gees","","24098","Cucumber Castle","RVAL392422","bee gees","RVAR001053","1970","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002877","Paper Mache","dionne warwick","","28285","I'll Never Fall In Love Again","RVAL491607","dionne warwick","RVAR002945","1970","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002877","Paper Mache","dionne warwick","","28285","I'll Never Fall In Love Again","RVAL491607","dionne warwick","RVAR002945","1970","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR002978","My Life","billy joel","","30861","52nd Street","RVAL482228","billy joel","RVAR004068","1978","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR002978","My Life","billy joel","","30860","2000 Years -- The Millennium Concert","RVAL773166","billy joel","RVAR004068","2000","","10","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR002978","My Life","billy joel","","30859","12 Gardens Live","RVAL048976","billy joel","RVAR004068","2006","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002978","My Life","billy joel","","30869","Live At Shea Stadium: The Concert","RVAL094290","billy joel","RVAR004068","2011","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002978","My Life","billy joel","","30879","The Hits","RVAL404917","billy joel","RVAR004068","2011","","7","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR002978","My Life","billy joel","","30871","Opus Collection","RVAL192057","billy joel","RVAR004068","2012","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR003019","Boom Clap","charli xcx","","39780","Sucker","RVAL820868","charli xcx","RVAR007270","2015","","4","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003019","Boom Clap","charli xcx","","39780","Sucker","RVAL820868","charli xcx","RVAR007270","2015","","6","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR003052","Wanted You More","lady antebellum","","39916","Own The Night","RVAL548785","lady antebellum","RVAR007344","2011","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR003095","Mandrill","mandrill","","29000","The Best Of Mandrill","RVAL114614","mandrill","RVAR003273","1975","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003095","Mandrill","mandrill","","29000","The Best Of Mandrill","RVAL114614","mandrill","RVAR003273","1975","","5","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR003110","Keep Your Eye On Me","herb alpert","","24332","Keep Your Eye On Me","RVAL598143","herb alpert","RVAR001157","1987","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR003183","Rub You The Right Way","johnny gill","","34811","Johnny Gill","RVAL170223","johnny gill","RVAR005681","1990","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR003183","Rub You The Right Way","johnny gill","","34811","Johnny Gill","RVAL170223","johnny gill","RVAR005681","1990","","9","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003270","Change Clothes","jay-z","","31821","The Black Album","RVAL047137","jay-z","RVAR004494","2003","","5","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR003270","Change Clothes","jay-z","","31822","The Black Album: Acappella","RVAL658929","jay-z","RVAR004494","2004","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR003362","Out Of Sight Out Of Mind","little anthony and the imperials","","32094","The Best Of Little Anthony & The Imperials","RVAL292930","little anthony and the imperials","RVAR004621","1966","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR003384","In Thee","blue oyster cult","","33848","Mirrors","RVAL766975","blue oyster cult","RVAR005233","1979","","9","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR003428","Who Dat","jt money","","34872","Pimpin On Wax","RVAL541923","jt money","RVAR005721","1999","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR003428","Who Dat","jt money","","34872","Pimpin On Wax","RVAL541923","jt money","RVAR005721","1999","","4","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003518","The Royal We","silversun pickups","","24574","Swoon","RVAL791085","silversun pickups","RVAR001259","2009","","2","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR003521","Addicted To Love","robert palmer","","22562","Riptide","RVAL585255","robert palmer","RVAR000356","1985","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR003521","Addicted To Love","robert palmer","","22562","Riptide","RVAL585255","robert palmer","RVAR000356","1985","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003583","Can'T Get Enough","bad company","","27329","Bad Company","RVAL961789","bad company","RVAR002505","1974","","1","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR003583","Can'T Get Enough","bad company","","27338","Live 1977 / Live 1979","RVAL850678","bad company","RVAR002505","2016","","15","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR003593","You Can'T Roller Skate In A Buffalo Herd","roger miller","","34302","Roger Miller","RVAL129236","roger miller","RVAR005441","1969","","8","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR003639","Still The One","orleans","","30048","Waking & Dreaming","RVAL701538","orleans","RVAR003661","1976","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR003641","Linda On My Mind","conway twitty","","30050","25 Number Ones","RVAL237598","conway twitty","RVAR003666","2004","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003641","Linda On My Mind","conway twitty","","30050","25 Number Ones","RVAL237598","conway twitty","RVAR003666","2004","","12","canonical_album_tracks","0.86","","yes","yes","no","ok","no"
"RVTR003807","Winner Takes It All","sammy hagar","","21723","The Essential Red Collection","RVAL325001","sammy hagar","RVAR000018","2004","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003807","Winner Takes It All","sammy hagar","","21723","The Essential Red Collection","RVAL325001","sammy hagar","RVAR000018","2004","","11","canonical_album_tracks","0.86","","yes","yes","no","ok","no"
"RVTR003894","Brothers In Arms","dire straits","","34144","Brothers In Arms","RVAL389632","dire straits","RVAR005373","1985","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR003974","The Boys Are Back In Town","thin lizzy","","37419","Jailbreak","RVAL218482","thin lizzy","RVAR006187","1976","","6","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR003974","The Boys Are Back In Town","thin lizzy","","37419","Jailbreak","RVAL218482","thin lizzy","RVAR006187","1976","","12","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR003974","The Boys Are Back In Town","thin lizzy","","37421","Live And Dangerous","RVAL006444","thin lizzy","RVAR006187","1978","","10","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR004044","Go Home","stevie wonder","","26802","In Square Circle","RVAL086867","stevie wonder","RVAR002304","1985","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR004070","Charlene","anthony hamilton","","29225","Comin' From Where I'm From","RVAL553623","anthony hamilton","RVAR003377","2003","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR004070","Charlene","anthony hamilton","","29225","Comin' From Where I'm From","RVAL553623","anthony hamilton","RVAR003377","2003","","4","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR004094","Diamond Sun","glass tiger","","40184","Diamond Sun","RVAL188081","glass tiger","RVAR007533","1988","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR004218","Road Less Traveled","lauren alaina","","28463","Road Less Traveled","RVAL132467","lauren alaina","RVAR003035","2017","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR004218","Road Less Traveled","lauren alaina","","28463","Road Less Traveled","RVAL132467","lauren alaina","RVAR003035","2017","","6","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR004237","Hold On","good charlotte","","31389","The Young And The Hopeless","RVAL332833","good charlotte","RVAR004303","2002","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR004298","Piece By Piece","The Tubes","","42672","The Tubes","RVAL903432","The Tubes","RVAR008620","1975","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR004413","Love Rollercoaster","ohio players","","37786","Fire","RVAL915417","ohio players","RVAR006379","1974","","15","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR004413","Love Rollercoaster","ohio players","","37787","Honey","RVAL761004","ohio players","RVAR006379","1975","","6","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR004413","Love Rollercoaster","ohio players","","37790","Ohio Players Gold","RVAL486448","ohio players","RVAR006379","1976","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR004611","All Day And All Of The Night","The Kinks","","41548","Kinks-Size","RVAL272870","The Kinks","RVAR008069","1965","","1","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR004611","All Day And All Of The Night","The Kinks","","41567","The Kinks Greatest Hits!","RVAL031667","The Kinks","RVAR008069","1966","","10","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR004611","All Day And All Of The Night","The Kinks","","41554","One For The Road","RVAL162094","The Kinks","RVAR008069","1980","","7","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR004664","Yesterday'S Rain","spanky and our gang","","28366","Anything You Choose/Without Rhyme Or Reason","RVAL280302","spanky and our gang","RVAR002986","1969","","6","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR004664","Yesterday'S Rain","spanky and our gang","","28369","Spanky's Greatest Hit(s)","RVAL703268","spanky and our gang","RVAR002986","1969","","7","canonical_album_tracks","0.74","","yes","yes","no","review_required","no"
"RVTR004784","Find A Way","dwele","","34237","Subject","RVAL071134","dwele","RVAR005404","2003","","3","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR004784","Find A Way","dwele","","34237","Subject","RVAL071134","dwele","RVAR005404","2003","","5","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR004868","The Light","common","","25313","Like Water For Chocolate","RVAL379221","common","RVAR001545","2000","","5","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR004868","The Light","common","","25313","Like Water For Chocolate","RVAL379221","common","RVAR001545","2000","","8","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR004973","Dark Horses","switchfoot","","39070","Vice Verses","RVAL696850","switchfoot","RVAR006924","2011","","8","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR005209","Keep It Together","madonna","","24920","Like A Prayer","RVAL024009","madonna","RVAR001411","1989","","1","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR005209","Keep It Together","madonna","","24920","Like A Prayer","RVAL024009","madonna","RVAR001411","1989","","9","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR005225","Big Talk","warrant","","31620","Dirty Rotten Filthy Stinking Rich","RVAL212029","warrant","RVAR004410","1989","","3","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR005225","Big Talk","warrant","","31620","Dirty Rotten Filthy Stinking Rich","RVAL212029","warrant","RVAR004410","1989","","9","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR005272","With You","jessica simpson","","34842","In This Skin","RVAL737123","jessica simpson","RVAR005695","2003","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR005272","With You","jessica simpson","","34842","In This Skin","RVAL737123","jessica simpson","RVAR005695","2003","","14","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR005300","Brown Arms In Houston","orpheus","","41139","Joyful","RVAL653003","orpheus","RVAR007855","1969","","6","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR005300","Brown Arms In Houston","orpheus","","41139","Joyful","RVAL653003","orpheus","RVAR007855","1969","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR005324","Creep","radiohead","","35080","Pablo Honey","RVAL445954","radiohead","RVAR005799","1993","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR005324","Creep","radiohead","","35080","Pablo Honey","RVAL445954","radiohead","RVAR005799","1993","","10","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR005324","Creep","radiohead","","35082","The Best Of","RVAL041736","radiohead","RVAR005799","2008","","4","canonical_album_tracks","0.88","","yes","yes","no","ok","no"
"RVTR005337","End Game","taylor swift","","39878","reputation","RVAL379653","taylor swift","RVAR007333","2017","","2","canonical_album_tracks","0.92","","yes","yes","no","ok","no"
"RVTR005337","End Game","taylor swift","","39878","reputation","RVAL379653","taylor swift","RVAR007333","2017","","7","canonical_track_album_links","105","appears_on","yes","yes","no","ok","no"
"RVTR005377","Face The Face","pete townshend","","24349","White City - A Novel","RVAL372504","pete townshend","RVAR001162","1985","","2","canonical_track_album_links","105","appears_on","yes","yes","no","ok","yes"
"RVTR005397","Drunk In Love","beyonce","","39118","Beyonce","RVAL283541","beyonce","RVAR006942","2013","","5","canonical_album_tracks","0.95","","no","yes","no","ok","no"
"RVTR005397","Drunk In Love","beyonce","","39118","Beyonce","RVAL283541","beyonce","RVAR006942","2013","","15","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR005411","Again","faith evans","","35166","The First Lady","RVAL787129","faith evans","RVAR005843","2005","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR005411","Again","faith evans","","35166","The First Lady","RVAL787129","faith evans","RVAR005843","2005","","4","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
