rvtr,track_title,track_artist,rvar,album_id,album_title,rval,album_artist,rvar_album_artist,release_year,release_date,track_number,relationship_source,relationship_confidence,relationship_type,artwork_available,billboard_200_membership,cross_artist_relationship,review_status,duplicate_relationship
"RVTR025944","Baby Makes Her Blue Jeans Talk","dr. hook","","21785","Players In The Dark","RVAL928798","dr. hook","RVAR000036","1982","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR026678","Kill Jay Z","jay-z","","31811","4:44","RVAL755654","jay-z","RVAR004494","2017","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR027816","Respectable","The Outsiders","","42743","Happening 'Live!'","RVAL000691","The Outsiders","RVAR008677","1967","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR028048","In The Dark","dev","","32965","The Night The Sun Came Up","RVAL845359","dev","RVAR004921","2012","","3","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR028048","In The Dark","dev","","32965","The Night The Sun Came Up","RVAL845359","dev","RVAR004921","2012","","9","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR028239","No Place To Hide","korn","","30953","Life Is Peachy","RVAL488772","korn","RVAR004109","1996","","9","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR028649","Here Come The Lords","lords of the underground","","35650","Here Come The Lords","RVAL992038","lords of the underground","RVAR006073","1993","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR028649","Here Come The Lords","lords of the underground","","35650","Here Come The Lords","RVAL992038","lords of the underground","RVAR006073","1993","","12","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR029884","Pass Out","quavo","","28259","Quavo Huncho","RVAL919000","quavo","RVAR002940","2018","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR031816","With Teeth","nine inch nails","","30301","With Teeth","RVAL922133","nine inch nails","RVAR003792","2005","","7","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR031848","See You Again","miley cyrus","","34261","Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert","RVAL594224","miley cyrus","RVAR005427","2008","","1","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR032473","Something Beautiful","robbie williams","","34949","Escapology","RVAL340138","robbie williams","RVAR005745","2003","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR034202","Pets","porno for pyros","","22170","Porno For Pyros","RVAL875011","porno for pyros","RVAR000172","1993","","6","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR034202","Pets","porno for pyros","","22170","Porno For Pyros","RVAL875011","porno for pyros","RVAR000172","1993","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR035491","Hungry","lita ford","","27031","Stiletto","RVAL663638","lita ford","RVAR002388","1990","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR035491","Hungry","lita ford","","27031","Stiletto","RVAL663638","lita ford","RVAR002388","1990","","4","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR036491","Love Me","The 1975","","42344","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It","RVAL659225","The 1975","RVAR008462","2016","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR036491","Love Me","The 1975","","42344","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It","RVAL659225","The 1975","RVAR008462","2016","","13","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR036599","Summer In The City","The Lovin' Spoonful","","42966","Best...lovin' Spoonful","RVAL425182","The Lovin' Spoonful","RVAR008795","1976","","13","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR037104","Neighbourhood","space","","23488","Spiders","RVAL426002","space","RVAR000846","1997","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR038180","Your Heart Is Free Just Like The Wind","vikki carr","","25971","Vikki!","RVAL667806","vikki carr","RVAR001895","1968","","11","canonical_album_tracks","0.86","","no","yes","no","ok","no"
"RVTR038180","Your Heart Is Free Just Like The Wind","vikki carr","","25971","Vikki!","RVAL667806","vikki carr","RVAR001895","1968","","24","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR039775","So In Love","jill scott","","35683","The Light Of The Sun","RVAL042299","jill scott","RVAR006087","2011","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR039979","Bring Out The Freak In You","lil rob","","35639","Twelve Eighteen: Part I","RVAL422691","lil rob","RVAR006064","2005","","4","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR042935","Over Under Sideways Down","The Yardbirds","","42397","Over Under Sideways Down","RVAL308666","The Yardbirds","RVAR008490","1966","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR042935","Over Under Sideways Down","The Yardbirds","","42397","Over Under Sideways Down","RVAL308666","The Yardbirds","RVAR008490","1966","","3","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR043386","Stone Cold","rainbow","","26682","Straight Between The Eyes","RVAL870323","rainbow","RVAR002265","1982","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR043386","Stone Cold","rainbow","","26677","Finyl Vinyl","RVAL186840","rainbow","RVAR002265","1986","","9","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR043411","Gold","kiiara","","27386","Low Kii Savage (EP)","RVAL601479","kiiara","RVAR002541","2016","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR044598","Do It Again","The Chemical Brothers","","41704","We Are The Night","RVAL457954","The Chemical Brothers","RVAR008135","2007","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR044841","I Don'T Want A Lover","texas","","27241","Southside","RVAL931212","texas","RVAR002467","1989","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR044949","What Happened To That Boy","baby","","34239","Birdman","RVAL952559","baby","RVAR005406","2002","","7","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR044949","What Happened To That Boy","baby","","34239","Birdman","RVAL952559","baby","RVAR005406","2002","","10","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR045047","Who'S Sorry Now","marie osmond","","30806","Who's Sorry Now","RVAL008304","marie osmond","RVAR004036","1975","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR045295","Best Thing I Never Had","beyonce","","39115","4","RVAL270175","beyonce","RVAR006942","2011","","4","canonical_album_tracks","0.95","","no","yes","no","ok","no"
"RVTR045295","Best Thing I Never Had","beyonce","","39115","4","RVAL270175","beyonce","RVAR006942","2011","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR045651","It'S Only Love","simply red","","24033","Greatest Hits","RVAL320181","simply red","RVAR001033","1996","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR045791","Music To Watch Girls By","bob crewe generation","","29312","Music To Watch Girls By","RVAL786619","bob crewe generation","RVAR003398","1967","","5","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR045791","Music To Watch Girls By","bob crewe generation","","29312","Music To Watch Girls By","RVAL786619","bob crewe generation","RVAR003398","1967","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR045842","Blank Space","i prevail","","38766","Heart vs Mind (EP)","RVAL070885","i prevail","RVAR006768","2015","","3","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR045850","Digital Did You Tell","stone sour","","35433","Audio Secrecy","RVAL931084","stone sour","RVAR005949","2010","","3","canonical_album_tracks","1.0","","no","yes","no","curated","no"
"RVTR046660","Love Me Tonight","tom jones","","29988","Tom Jones' Greatest Hits","RVAL824060","tom jones","RVAR003636","1974","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR046660","Love Me Tonight","tom jones","","29984","Tom Jones Greatest Hits","RVAL608186","tom jones","RVAR003636","1977","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR046901","Paparazzi","xzibit","","24247","At The Speed Of Life","RVAL333632","xzibit","RVAR001120","1996","","7","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR049298","Set Me Free","utopia","","34631","Adventures In Utopia","RVAL903218","utopia","RVAR005614","1980","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR049298","Set Me Free","utopia","","34631","Adventures In Utopia","RVAL903218","utopia","RVAR005614","1980","","10","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR049362","Just Another Case","cru","","31279","Da Dirty 30","RVAL257029","cru","RVAR004242","1997","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR049362","Just Another Case","cru","","31279","Da Dirty 30","RVAL257029","cru","RVAR004242","1997","","23","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR049698","California Nights","sweet","","38337","Level Headed","RVAL862688","sweet","RVAR006581","1978","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR049919","Dirty Love","thunder","","29601","Backstreet Symphony","RVAL426324","thunder","RVAR003468","1991","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR049919","Dirty Love","thunder","","29601","Backstreet Symphony","RVAL426324","thunder","RVAR003468","1991","","7","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR050173","1 Luv","e-40","","32771","In A Major Way","RVAL721435","e-40","RVAR004871","1995","","7","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR050173","1 Luv","e-40","","32771","In A Major Way","RVAL721435","e-40","RVAR004871","1995","","9","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR051349","The Itch","vitamin c","","23168","More","RVAL866788","vitamin c","RVAR000674","2001","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR051416","Who'S Making Love","young-holt unlimited","","39155","Soulful Strut","RVAL154268","young-holt unlimited","RVAR006952","1969","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR051753","Forever Yours","tony terry","","39242","Forever Yours","RVAL211012","tony terry","RVAR006992","1988","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR052724","I Shot The Sheriff","warren g","","26825","Take A Look Over Your Shoulder (Reality)","RVAL096675","warren g","RVAR002305","1997","","11","canonical_album_tracks","0.86","","no","yes","no","ok","no"
"RVTR052724","I Shot The Sheriff","warren g","","26825","Take A Look Over Your Shoulder (Reality)","RVAL096675","warren g","RVAR002305","1997","","12","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR054400","Body Party","ciara","","24436","Ciara","RVAL216421","ciara","RVAR001203","2013","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR054679","Can'T Get Enough","patty loveless","","34186","Classics","RVAL727667","patty loveless","RVAR005397","1999","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR055437","Trippin'","total","","29960","Kima, Keisha & Pam","RVAL929725","total","RVAR003620","1998","","1","canonical_album_tracks","1.0","","no","yes","no","curated","no"
"RVTR056252","As Your Friend","afrojack","","24217","Forget The World","RVAL504445","afrojack","RVAR001107","2014","","11","canonical_album_tracks","0.86","","no","yes","no","ok","no"
"RVTR056252","As Your Friend","afrojack","","24217","Forget The World","RVAL504445","afrojack","RVAR001107","2014","","12","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR056348","That'S Love","jim capaldi","","25836","Fierce Heart","RVAL052460","jim capaldi","RVAR001836","1983","","6","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR058308","Starry Eyes","The Records","","42959","The Records","RVAL747511","The Records","RVAR008789","1979","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR059193","Save The Last Dance For Me","dolly parton","","26991","The Great Pretender","RVAL901815","dolly parton","RVAR002370","1984","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR059193","Save The Last Dance For Me","dolly parton","","26991","The Great Pretender","RVAL901815","dolly parton","RVAR002370","1984","","10","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR059727","Secrets","mary lambert","","31908","Heart On My Sleeve","RVAL447556","mary lambert","RVAR004528","2014","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR059727","Secrets","mary lambert","","31908","Heart On My Sleeve","RVAL447556","mary lambert","RVAR004528","2014","","5","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR059829","Throw That","slaughterhouse","","31358","Welcome To: Our House","RVAL858035","slaughterhouse","RVAR004288","2012","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR059829","Throw That","slaughterhouse","","31358","Welcome To: Our House","RVAL858035","slaughterhouse","RVAR004288","2012","","16","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR059872","Goin' Down","greg guidry","","33809","Over The Line","RVAL918453","greg guidry","RVAR005220","1982","","1","canonical_album_tracks","1.0","","no","yes","no","curated","no"
"RVTR060382","Welcome 2 Detroit","trick-trick","","40166","The People Vs.","RVAL896030","trick-trick","RVAR007517","2006","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR060382","Welcome 2 Detroit","trick-trick","","40166","The People Vs.","RVAL896030","trick-trick","RVAR007517","2006","","14","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR061694","All About It","hoodie allen","","23963","People Keep Talking","RVAL402030","hoodie allen","RVAR001014","2014","","5","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR062389","The Daily Planet","love","","40172","Forever Changes","RVAL806349","love","RVAR007520","1968","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR062571","Make It Hot","nicole","","25429","Make It Hot","RVAL201789","nicole","RVAR001620","1998","","6","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR064515","Man Behind The Music","queen pen","","30208","My Melody","RVAL358265","queen pen","RVAR003755","1998","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR064515","Man Behind The Music","queen pen","","30208","My Melody","RVAL358265","queen pen","RVAR003755","1998","","5","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR065112","Hey Joe","love","","40174","Love","RVAL078030","love","RVAR007520","1966","","10","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR065112","Hey Joe","love","","40176","Revisited","RVAL149083","love","RVAR007520","1970","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR067293","Navy Blue","diane renay","","39619","Navy Blue","RVAL124407","diane renay","RVAR007201","1964","","3","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR070108","Let Me Be The One","expose","","35618","Expose","RVAL539588","expose","RVAR006056","1992","","4","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR070228","Paradise","change","","23221","Miracles","RVAL830937","change","RVAR000720","1981","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR070228","Paradise","change","","23221","Miracles","RVAL830937","change","RVAR000720","1981","","6","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR071449","Folsom Prison Blues","everlast","","29799","Love, War And The Ghost Of Whitey Ford","RVAL132295","everlast","RVAR003561","2008","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR071549","Eternity","vikki carr","","25971","Vikki!","RVAL667806","vikki carr","RVAR001895","1968","","13","canonical_album_tracks","0.86","","no","yes","no","ok","no"
"RVTR071549","Eternity","vikki carr","","25971","Vikki!","RVAL667806","vikki carr","RVAR001895","1968","","16","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR071757","Gummo","6ix9ine","","30816","DAY69","RVAL262877","6ix9ine","RVAR004042","2018","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR071757","Gummo","6ix9ine","","30816","DAY69","RVAL262877","6ix9ine","RVAR004042","2018","","11","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR072304","Here It Comes","mc serch","","28608","Return Of The Product","RVAL783898","mc serch","RVAR003114","1992","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR072304","Here It Comes","mc serch","","28608","Return Of The Product","RVAL783898","mc serch","RVAR003114","1992","","4","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR072330","Nothing","The Script","","41581","Science & Faith","RVAL902913","The Script","RVAR008076","2011","","2","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR072330","Nothing","The Script","","41581","Science & Faith","RVAL902913","The Script","RVAR008076","2011","","3","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR072368","I Can'T Get Next To You","al green","","31732","What Makes The World Go Round?","RVAL997831","al green","RVAR004452","2008","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR072418","Shine Down","godsmack","","30447","IV","RVAL128242","godsmack","RVAR003837","2006","","4","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR073870","Sail","awolnation","","27672","Megalithic Symphony","RVAL972124","awolnation","RVAR002707","2011","","10","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR073870","Sail","awolnation","","27672","Megalithic Symphony","RVAL972124","awolnation","RVAR002707","2011","","27","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR074466","Get Down","craig mack","","26484","Project: Funk Da World","RVAL713124","craig mack","RVAR002123","1994","","2","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR074466","Get Down","craig mack","","26484","Project: Funk Da World","RVAL713124","craig mack","RVAR002123","1994","","8","canonical_track_album_links","105","appears_on","no","yes","no","ok","no"
"RVTR077991","Music From Across The Way","james last","","23647","Music From Across The Way","RVAL273305","james last","RVAR000904","1972","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
"RVTR079524","Long And Lonesome Road","The Shocking Blue","","41235","The Shocking Blue","RVAL458110","The Shocking Blue","RVAR007921","1970","","14","canonical_track_album_links","105","appears_on","no","yes","no","ok","yes"
"RVTR080508","Erotic City","prince","","38948","The Hits/The B-Sides","RVAL202261","prince","RVAR006857","1993","","4","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR081047","Diamonds And Pearls","prince","","38948","The Hits/The B-Sides","RVAL202261","prince","RVAR006857","1993","","1","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR081047","Diamonds And Pearls","prince","","38952","Ultimate","RVAL239557","prince","RVAR006857","2006","","14","canonical_album_tracks","0.74","","no","yes","no","review_required","no"
"RVTR081512","Dedicated To The One I Love","bernadette peters","","28416","Now Playing","RVAL055078","bernadette peters","RVAR003013","1981","","1","canonical_album_tracks","0.88","","no","yes","no","ok","no"
