rvtr,track_title,track_artist,rvar,album_id,album_title,rval,album_artist,rvar_album_artist,release_year,release_date,track_number,relationship_source,relationship_confidence,relationship_type,artwork_available,billboard_200_membership,cross_artist_relationship,review_status,duplicate_relationship
"RVTR000839","Bad Boys","inner circle","","","","","","","","","","","","","","","","","no"
"RVTR000853","Galway Bay","bing crosby","","","","","","","","","","","","","","","","","no"
"RVTR000905","Lovers By Night Strangers By Day","The Fleetwoods","","","","","","","","","","","","","","","","","no"
"RVTR000922","The Mocking Bird","The Four Lads","","","","","","","","","","","","","","","","","no"
"RVTR000971","You'Ll Never Walk Alone","gerry and the pacemakers","","","","","","","","","","","","","","","","","no"
"RVTR001016","King Kong Pt I","The Jimmy Castor Bunch","","","","","","","","","","","","","","","","","no"
"RVTR001067","Rocketeer Promo Only Bimbo Jones Intro Edit","Far East Movement f./Ryan Tedder","","","","","","","","","","","","","","","","","no"
"RVTR001069","Nightmare","halsey","","","","","","","","","","","","","","","","","no"
"RVTR001104","I'Ll Be Your Everything","youngstown","","","","","","","","","","","","","","","","","no"
"RVTR001148","Fin De Semana","junior h x oscar maydon","","","","","","","","","","","","","","","","","no"
"RVTR001162","Rib Tip'S Part 1","andre williams","","","","","","","","","","","","","","","","","no"
"RVTR001183","Survivor I Will Survive","glee cast","","","","","","","","","","","","","","","","","no"
"RVTR001326","Happily Ever A Feat Er","He Is We","","","","","","","","","","","","","","","","","no"
"RVTR001342","When You'Re In Love With A Beautiful Woman","dr. hook","","","","","","","","","","","","","","","","","no"
"RVTR001417","Remember You","wiz khalifa","","","","","","","","","","","","","","","","","no"
"RVTR001528","Rodeo Clowns","jack johnson","","","","","","","","","","","","","","","","","no"
"RVTR001567","Summer Nights","glee cast","","","","","","","","","","","","","","","","","no"
"RVTR001613","B 52'S Girl From Ipanema","B-52's","","","","","","","","","","","","","","","","","no"
"RVTR001650","Wild Wild West","The Escape Club","","","","","","","","","","","","","","","","","no"
"RVTR001683","Wind It Up","Moe","","","","","","","","","","","","","","","","","no"
"RVTR001756","Not A Bad Thing","justin timberlake","","","","","","","","","","","","","","","","","no"
"RVTR001759","Like I Want You","giveon","","","","","","","","","","","","","","","","","no"
"RVTR001780","Pump It","black eyed peas","","","","","","","","","","","","","","","","","no"
"RVTR001789","Stop Look What You'Re Doing","carla thomas","","","","","","","","","","","","","","","","","no"
"RVTR001842","Only Love Radio Edit","Ben Howard","","","","","","","","","","","","","","","","","no"
"RVTR001859","Tequila Mint Royale Shot","Terrorvision","","","","","","","","","","","","","","","","","no"
"RVTR001896","Do Ya Wanna Touch","joan jett","","","","","","","","","","","","","","","","","no"
"RVTR001900","Thank God","kane brown","","","","","","","","","","","","","","","","","no"
"RVTR001964","Eazy","The Game","","","","","","","","","","","","","","","","","no"
"RVTR001994","Love Fire","jigsaw","","","","","","","","","","","","","","","","","no"
"RVTR002006","The Rain The Park Other Things","The Cowsills","","","","","","","","","","","","","","","","","no"
"RVTR002007","The Rain The Park Other Things","The Cowsills","","","","","","","","","","","","","","","","","no"
"RVTR002068","Hey Lonely One","baby washington","","","","","","","","","","","","","","","","","no"
"RVTR002108","One Night Only Live In Las Vegas","bee gees","","","","","","","","","","","","","","","","","no"
"RVTR002161","Diso Lady","johnnie taylor","","","","","","","","","","","","","","","","","no"
"RVTR002185","I Got A Woman","freddie scott","","","","","","","","","","","","","","","","","no"
"RVTR002216","Slay3R","playboi carti","","","","","","","","","","","","","","","","","no"
"RVTR002282","Right Back Where We Started From","sinitta","","","","","","","","","","","","","","","","","no"
"RVTR002292","Diamond Ring","jerry wallace","","","","","","","","","","","","","","","","","no"
"RVTR002311","All I Had I Gave","Crowbar","","","","","","","","","","","","","","","","","no"
"RVTR002319","Signs","drake","","","","","","","","","","","","","","","","","no"
"RVTR002323","That'S All She Wrote","t.i","","","","","","","","","","","","","","","","","no"
"RVTR002336","Perfect Exceeder","Mason","","","","","","","","","","","","","","","","","no"
"RVTR002389","99 9 Sure I'Ve Never Been Here Before","brian mccomas","","","","","","","","","","","","","","","","","no"
"RVTR002410","Method Of Modern Love","Daryl Hall & John Oates","","","","","","","","","","","","","","","","","no"
"RVTR002411","4 5 6","sole","","","","","","","","","","","","","","","","","no"
"RVTR002416","I Put A Spell On You","alan price set","","","","","","","","","","","","","","","","","no"
"RVTR002422","Best Friend","young thug","","","","","","","","","","","","","","","","","no"
"RVTR002428","A Swingin' Safari","billy vaughn and his orchestra","","","","","","","","","","","","","","","","","no"
"RVTR002490","Missed Opportunity","daryl hall undefined john oates","","","","","","","","","","","","","","","","","no"
"RVTR002498","No Charge","melba montgomery","","","","","","","","","","","","","","","","","no"
"RVTR002499","Freekn You","jodeci","","","","","","","","","","","","","","","","","no"
"RVTR002541","I'Ll See Him Through","tammy wynette","","","","","","","","","","","","","","","","","no"
"RVTR002562","Breakthrough","bridgit mendler, adam hicks, naomi scott","","","","","","","","","","","","","","","","","no"
"RVTR002617","Rhythm Of The Rain","neil sedaka","","","","","","","","","","","","","","","","","no"
"RVTR002635","Moving Too Fast","Supafly Inc","","","","","","","","","","","","","","","","","no"
"RVTR002645","Kissable Huggable Loveable Unbelievable","diamond rio","","","","","","","","","","","","","","","","","no"
"RVTR002678","I Don'T Wanna Go On With You Like That Shep Pettibone Mix Bonustrack","elton john","","","","","","","","","","","","","","","","","no"
"RVTR002771","Save Me The Trouble","dan + shay","","","","","","","","","","","","","","","","","no"
"RVTR002795","Beer Barrel Polka","bobby vinton","","","","","","","","","","","","","","","","","no"
"RVTR002839","Steppin' In A Slide Zone","The Moody Blues","","","","","","","","","","","","","","","","","no"
"RVTR002847","Shallow","lady gaga","","","","","","","","","","","","","","","","","no"
"RVTR003001","Here With Me","d4vd","","","","","","","","","","","","","","","","","no"
"RVTR003062","Havin' Fun","dion","","","","","","","","","","","","","","","","","no"
"RVTR003083","Body Bumpin Yippie Yi Yo","public announcement","","","","","","","","","","","","","","","","","no"
"RVTR003103","W O M A N","etta james","","","","","","","","","","","","","","","","","no"
"RVTR003152","Ran Om","lil tecca","","","","","","","","","","","","","","","","","no"
"RVTR003177","Good Thing","sage the gemini","","","","","","","","","","","","","","","","","no"
"RVTR003188","She'S Like The Wind","Patrick Swayze & Wendy Fraser","","","","","","","","","","","","","","","","","no"
"RVTR003190","Say Something","A Great Big World Feat. Christina Aguilera","","","","","","","","","","","","","","","","","no"
"RVTR003228","If I Were You","toby beau","","","","","","","","","","","","","","","","","no"
"RVTR003310","Don T Answer Me","Alan Parson`s Project","","","","","","","","","","","","","","","","","no"
"RVTR003370","A Pub With No Beer","Slim Dusty","","","","","","","","","","","","","","","","","no"
"RVTR003376","High Energy","evelyn thomas","","","","","","","","","","","","","","","","","no"
"RVTR003440","Please Don'T Fight It","dino, desi","","","","","","","","","","","","","","","","","no"
"RVTR003548","Con Calma","daddy yankee","","","","","","","","","","","","","","","","","no"
"RVTR003570","Fool On The Hill","Sergio Mendez & Brazil '66","","","","","","","","","","","","","","","","","no"
"RVTR003571","Flow Joe","fat joe","","","","","","","","","","","","","","","","","no"
"RVTR003584","Can'T Get Enough","bad company","","","","","","","","","","","","","","","","","no"
"RVTR003585","Mr Perfectly Fine Taylor'S Version From The Vault","taylor swift","","","","","","","","","","","","","","","","","no"
"RVTR003610","Never Had A Dream Come True","s club 7","","","","","","","","","","","","","","","","","no"
"RVTR003622","Can'T Stop This Thing We Started","bryan adams","","","","","","","","","","","","","","","","","no"
"RVTR003623","Can'T Stop This Thing We Started","bryan adams","","","","","","","","","","","","","","","","","no"
"RVTR003649","Ketchup Song","las ketchup","","","","","","","","","","","","","","","","","no"
"RVTR003743","Orange Soda","baby keem","","","","","","","","","","","","","","","","","no"
"RVTR003751","Welcome All Again","collective soul","","","","","","","","","","","","","","","","","no"
"RVTR003810","All The Love I'Ve Got","marv johnson","","","","","","","","","","","","","","","","","no"
"RVTR003909","Nobody'S Love","maroon 5","","","","","","","","","","","","","","","","","no"
"RVTR003964","If My Pillow Could Talk","connie francis","","","","","","","","","","","","","","","","","no"
"RVTR004048","Everyone'S Agreed That Everything Will Turn Out Fine","stealers wheel","","","","","","","","","","","","","","","","","no"
"RVTR004049","The Trooper","Iron Maiden","","","","","","","","","","","","","","","","","no"
"RVTR004078","Everything You Do You'Re Sexing Me","fiona","","","","","","","","","","","","","","","","","no"
"RVTR004081","Tgif","glorilla","","","","","","","","","","","","","","","","","no"
"RVTR004091","2 Hands","tate mcrae","","","","","","","","","","","","","","","","","no"
"RVTR004110","Say Say Say","paul mccartney and michael jackson","","","","","","","","","","","","","","","","","no"
"RVTR004146","Risin' To The Top","Keni Burke","","","","","","","","","","","","","","","","","no"
"RVTR004155","Burning Down The House","Cardigans & Tom Jones","","","","","","","","","","","","","","","","","no"
"RVTR004185","I Thank You","Adeva","","","","","","","","","","","","","","","","","no"
"RVTR004194","Fix'N To Break","bailey zimmerman","","","","","","","","","","","","","","","","","no"
"RVTR004217","Holly Holy","jr. walker","","","","","","","","","","","","","","","","","no"
"RVTR004225","Only You And You Alone","The Platters","","","","","","","","","","","","","","","","","no"
"RVTR004261","That Thing You Do From That Thing You Do","The Wonders","","","","","","","","","","","","","","","","","no"
"RVTR004306","You'Ve Lost That Lovin' Feelin'","long john baldry","","","","","","","","","","","","","","","","","no"
"RVTR004314","Ass Up Extended Mix","Baracuda","","","","","","","","","","","","","","","","","no"
"RVTR004361","True To Your Heart","Mulan","","","","","","","","","","","","","","","","","no"
"RVTR004410","This Gift","98 degrees","","","","","","","","","","","","","","","","","no"
"RVTR004536","Fascination","Alphabeat","","","","","","","","","","","","","","","","","no"
"RVTR004585","I Won'T Hold You Back","toto","","","","","","","","","","","","","","","","","no"
"RVTR004586","I Won'T Hold You Back","toto","","","","","","","","","","","","","","","","","no"
"RVTR004600","House Of The Rising Sun","santa esmeralda","","","","","","","","","","","","","","","","","no"
"RVTR004653","Who'S Afraid Of Virginia Woolf Part I","jimmy smith","","","","","","","","","","","","","","","","","no"
"RVTR004685","I'M Livin' In Shame","diana ross","","","","","","","","","","","","","","","","","no"
"RVTR004761","Who'S Leaving Who","Hazel Dean","","","","","","","","","","","","","","","","","no"
"RVTR004782","I'M Not Afraid","ricky nelson","","","","","","","","","","","","","","","","","no"
"RVTR004813","Sometimes I Rhyme Slow","nice","","","","","","","","","","","","","","","","","no"
"RVTR004814","Pero Tu","karol g","","","","","","","","","","","","","","","","","no"
"RVTR004845","The Lonely One","special delivery","","","","","","","","","","","","","","","","","no"
"RVTR004932","Love On The Phone","suzanne fellini","","","","","","","","","","","","","","","","","no"
"RVTR004994","7 30 Guided Tour","The Five Americans","","","","","","","","","","","","","","","","","no"
"RVTR005020","Take Me To The Pilot","Elton John LIVE REMASTERED","","","","","","","","","","","","","","","","","no"
"RVTR005071","John Doe","public announcement","","","","","","","","","","","","","","","","","no"
"RVTR005072","Born Free","The Hesitations","","","","","","","","","","","","","","","","","no"
"RVTR005073","Big Scary Animal","belinda carlisle","","","","","","","","","","","","","","","","","no"
"RVTR005102","What Do You Want With Me","chad","","","","","","","","","","","","","","","","","no"
"RVTR005118","Dont Cry Your Heart Out","Amy Diamond","","","","","","","","","","","","","","","","","no"
"RVTR005187","Ups And Downs","paul revere","","","","","","","","","","","","","","","","","no"
"RVTR005208","Manslaughter","pop smoke","","","","","","","","","","","","","","","","","no"
"RVTR005235","I'M Gonna Love Her For Both Of Us","meat loaf","","","","","","","","","","","","","","","","","no"
"RVTR005238","Cradle Of Love From Ford Fairlane","billy idol","","","","","","","","","","","","","","","","","no"
"RVTR005241","Hibachi","roddy ricch","","","","","","","","","","","","","","","","","no"
"RVTR005260","Oye Mi Canto","N.O.R.E. Ft Tego Calderon And","","","","","","","","","","","","","","","","","no"
"RVTR005359","Saving Grace","bad company","","","","","","","","","","","","","","","","","no"
"RVTR005365","I Could Get Off On You","waylon jennings","","","","","","","","","","","","","","","","","no"
"RVTR005378","Masterblaster 2000","DJ Luck & MC Neat Featuring JJ","","","","","","","","","","","","","","","","","no"
"RVTR005475","Wild Heart","The Vamps","","","","","","","","","","","","","","","","","no"
"RVTR005478","Por Amor Viviremos","captain","","","","","","","","","","","","","","","","","no"
"RVTR005586","The Great Song Of Indifference","bob geldof","","","","","","","","","","","","","","","","","no"
"RVTR005594","My Country","jud strunk","","","","","","","","","","","","","","","","","no"
"RVTR005609","Devil With A Blue Dress On Good Golly Miss Molly","mitch ryder and the detroit wheels","","","","","","","","","","","","","","","","","no"
"RVTR005614","Feedback","janet jackson","","","","","","","","","","","","","","","","","no"
"RVTR005626","Can'T Believe It","t-pain","","","","","","","","","","","","","","","","","no"
"RVTR005764","Windows Of The World","pretenders","","","","","","","","","","","","","","","","","no"
"RVTR005799","Thats The Way I Like It","kc and the sunshine band","","","","","","","","","","","","","","","","","no"
"RVTR005800","Up Until Now","johnnie ray","","","","","","","","","","","","","","","","","no"
"RVTR005976","People Will Say We'Re In Love","Bing Crosby-Trudy Erwin","","","","","","","","","","","","","","","","","no"
"RVTR005985","We'Re Doing Fine","dee dee warwick","","","","","","","","","","","","","","","","","no"
"RVTR006005","Tsop The Sound Of Philadelphia","MFSB / the Three Degrees","","","","","","","","","","","","","","","","","no"
"RVTR006092","Ring The Living Bell","melanie","","","","","","","","","","","","","","","","","no"
"RVTR006160","Thinking About You","Calvin Harris Feat. Ayah Marar","","","","","","","","","","","","","","","","","no"
"RVTR006165","I Don'T Wanna Cry","mariah carey","","","","","","","","","","","","","","","","","no"
"RVTR006166","I Don'T Wanna Cry","mariah carey","","","","","","","","","","","","","","","","","no"
"RVTR006179","Missing You","dan fogelberg","","","","","","","","","","","","","","","","","no"
"RVTR006189","Thunder And Lightning","chi coltrane","","","","","","","","","","","","","","","","","no"
"RVTR006219","Rehab","glee cast","","","","","","","","","","","","","","","","","no"
"RVTR006225","I Don'T Let Go","xxxtentacion","","","","","","","","","","","","","","","","","no"
"RVTR006248","Where Are You","frankie avalon","","","","","","","","","","","","","","","","","no"
"RVTR006261","There'S So Much Love All Around Me","The Three Degrees","","","","","","","","","","","","","","","","","no"
"RVTR006295","44 Bulldog","pop smoke","","","","","","","","","","","","","","","","","no"
"RVTR006401","Hot Boy","bobby shmurda","","","","","","","","","","","","","","","","","no"
"RVTR006414","Till The End Of Time","Perry Como O/Russ Case","","","","","","","","","","","","","","","","","no"
"RVTR006418","I Love You","billie eilish","","","","","","","","","","","","","","","","","no"
"RVTR006420","Don'T Cry","guns n' roses","","","","","","","","","","","","","","","","","no"
"RVTR006424","New San Antonio Rose","bing crosby","","","","","","","","","","","","","","","","","no"
"RVTR006511","Absolutely Fabulous","Absolutely Fabulous","","","","","","","","","","","","","","","","","no"
"RVTR006533","Papa Was A Rollin Stone","george michael","","","","","","","","","","","","","","","","","no"
"RVTR006620","Looking Through The Eyes Of Love","The Partridge Family Starring Shirley Jones","","","","","","","","","","","","","","","","","no"
"RVTR006635","Baby Don'T Go","fabolous","","","","","","","","","","","","","","","","","no"
"RVTR006682","If I Die Young Pop Mix","The Band Perry","","","","","","","","","","","","","","","","","no"
"RVTR006691","Don'T Be A Drop Out","james brown and the famous flames","","","","","","","","","","","","","","","","","no"
"RVTR006736","Still Be Lovin' You","damage","","","","","","","","","","","","","","","","","no"
"RVTR006750","Tossing Turning","The Ivy League","","","","","","","","","","","","","","","","","no"
"RVTR006778","Hookah","Tyga Ft. Young Thug","","","","","","","","","","","","","","","","","no"
"RVTR006792","Take A Chance On Me","JLS","","","","","","","","","","","","","","","","","no"
"RVTR006857","Calma","Pedro Capó, Farruko","","","","","","","","","","","","","","","","","no"
"RVTR006861","Beautiful","Snoop Dogg Feat. Pharrell Uncle","","","","","","","","","","","","","","","","","no"
"RVTR006896","The Sound Of Silence 2009","Simon and Garfunkel","","","","","","","","","","","","","","","","","no"
"RVTR006902","I'M Not Running Anymore","john mellencamp","","","","","","","","","","","","","","","","","no"
"RVTR006940","Talkin' All That Jazz","Stetsasonic","","","","","","","","","","","","","","","","","no"
"RVTR006951","Pepe","duane eddy his twangy guitar and the rebels","","","","","","","","","","","","","","","","","no"
"RVTR006972","867 5309 Jenny Jenny","tommy tutone","","","","","","","","","","","","","","","","","no"
"RVTR006997","The Family That Prays","The Louvin Brothers","","","","","","","","","","","","","","","","","no"
"RVTR007119","Let'S Go All The Way","sly fox","","","","","","","","","","","","","","","","","no"
"RVTR007146","Ring The Alarm","Beyoncé","","","","","","","","","","","","","","","","","no"
"RVTR007153","Papa Oom Mow Mow","rivingtons","","","","","","","","","","","","","","","","","no"
"RVTR007180","A Song Of Joy Himno A La Alegria","miguel rios","","","","","","","","","","","","","","","","","no"
"RVTR007185","Only In America","jay","","","","","","","","","","","","","","","","","no"
"RVTR007218","Slow Love","doc box","","","","","","","","","","","","","","","","","no"
"RVTR007231","I Was Checkin' Out She Was Checkin' In","don covay","","","","","","","","","","","","","","","","","no"
"RVTR007237","Collaboration","george benson","","","","","","","","","","","","","","","","","no"
"RVTR007248","Me To Me","morgan wallen","","","","","","","","","","","","","","","","","no"
"RVTR007276","Needle","nicki minaj","","","","","","","","","","","","","","","","","no"
"RVTR007322","Love In Every Room","paul mauriat and his orchestra","","","","","","","","","","","","","","","","","no"
"RVTR007414","Colorful Particle Bokeh Particles","VJ Loops","","","","","","","","","","","","","","","","","no"
"RVTR007520","Thank God I'M A Country Boy","hank williams jr","","","","","","","","","","","","","","","","","no"
"RVTR007553","Mmm Mmm Mmm Mmmm","crash test dummies","","","","","","","","","","","","","","","","","no"
"RVTR007562","Everyotherday","or-n-more","","","","","","","","","","","","","","","","","no"
"RVTR007624","Mistaken Identity","kim carnes","","","","","","","","","","","","","","","","","no"
"RVTR007643","You Make Me Feel Mighty Real","jimmy somerville","","","","","","","","","","","","","","","","","no"
"RVTR007644","I'Ll Be Around","rappin' 4-tay","","","","","","","","","","","","","","","","","no"
"RVTR007651","Advertising Space","robbie williams","","","","","","","","","","","","","","","","","no"
"RVTR007667","Night Pulse","double image","","","","","","","","","","","","","","","","","no"
"RVTR007704","Someday From The Hunchback Of Notre Dame","all-4-one","","","","","","","","","","","","","","","","","no"
"RVTR007747","With You I'M Born Again","Syretta & Billy Preston","","","","","","","","","","","","","","","","","no"
"RVTR007763","Shakin' All Over","The Guess Who","","","","","","","","","","","","","","","","","no"
"RVTR007800","A Million To One","five stairsteps","","","","","","","","","","","","","","","","","no"
"RVTR007988","Shout It Out","Louchie Lou & Michie One","","","","","","","","","","","","","","","","","no"
"RVTR007993","Somebody That I Used To Know","Gotye Feat. Kimbra","","","","","","","","","","","","","","","","","no"
"RVTR008035","He'S A Bad Boy","carole king","","","","","","","","","","","","","","","","","no"
"RVTR008080","Shiny Shiny","haysi fantayzee","","","","","","","","","","","","","","","","","no"
"RVTR008100","C'Mon N' Ride It The Train","quad city dj's","","","","","","","","","","","","","","","","","no"
"RVTR008119","The A Team","ssgt barry sadler","","","","","","","","","","","","","","","","","no"
"RVTR008139","Franck Panis Angelicus","The Hit Crew","","","","","","","","","","","","","","","","","no"
"RVTR008151","What Kind Of Fool Do You Think I Am","The Tams","","","","","","","","","","","","","","","","","no"
"RVTR008156","I'Ll Be There","Emma Bunton","","","","","","","","","","","","","","","","","no"
"RVTR008173","The Girls","calvin harris","","","","","","","","","","","","","","","","","no"
"RVTR008179","Don'T You Write Her Off","mcguinn, clark","","","","","","","","","","","","","","","","","no"
"RVTR008211","Fall On Me","r.e.m","","","","","","","","","","","","","","","","","no"
"RVTR008244","Proper Education","Eric Prydz Vs Floyd","","","","","","","","","","","","","","","","","no"
"RVTR008279","She Bangs English Version","ricky martin","","","","","","","","","","","","","","","","","no"
"RVTR008306","Cathy'S Clown","everly brothers","","","","","","","","","","","","","","","","","no"
"RVTR008310","I Made It Cash Money Heroes","Kevin Rudolf f./Birdman, Jay Sean & Lil Wayne","","","","","","","","","","","","","","","","","no"
"RVTR008322","Bitch Don'T Kill My Vibe","kendrick lamar","","","","","","","","","","","","","","","","","no"
"RVTR008323","Bitch Don'T Kill My Vibe","kendrick lamar","","","","","","","","","","","","","","","","","no"
"RVTR008423","August","taylor swift","","","","","","","","","","","","","","","","","no"
"RVTR008432","Charmaine","Guy Lombardo & His Royal Canadians","","","","","","","","","","","","","","","","","no"
"RVTR008448","I'Ll Get By As Long As I Have","Harry James V/Dick Haymes","","","","","","","","","","","","","","","","","no"
"RVTR008488","S O S","rihanna","","","","","","","","","","","","","","","","","no"
"RVTR008518","Holding On When Love Is Gone","l.t.d","","","","","","","","","","","","","","","","","no"
"RVTR008554","Blitzkrieg Bop","ramones","","","","","","","","","","","","","","","","","no"
"RVTR008628","Just Because","The Mcguire Sisters","","","","","","","","","","","","","","","","","no"
"RVTR008633","Bad Things","machine gun kelly x camila cabello","","","","","","","","","","","","","","","","","no"
"RVTR008679","Scholarships","drake","","","","","","","","","","","","","","","","","no"
"RVTR008732","You'Re A Lady","peter skellern","","","","","","","","","","","","","","","","","no"
"RVTR008768","Say Has Anybody Seen My Sweet Gypsy Rose","dawn","","","","","","","","","","","","","","","","","no"
"RVTR008775","Do Da What","1 of the girls","","","","","","","","","","","","","","","","","no"
"RVTR008784","Let Me Go Lover","Joan Weber","","","","","","","","","","","","","","","","","no"
"RVTR008811","This Is The Way We Roll","m.c. hammer","","","","","","","","","","","","","","","","","no"
"RVTR008815","Rubberband Man","The Spinners","","","","","","","","","","","","","","","","","no"
"RVTR008816","Coconut","Harry Nilsson","","","","","","","","","","","","","","","","","no"
"RVTR008869","Walk On The Wild Side Live","lou reed","","","","","","","","","","","","","","","","","no"
"RVTR008912","It Was","skip and flip","","","","","","","","","","","","","","","","","no"
"RVTR008914","Put Your Arms Around Me Honey","Dick Kuhn and His Orchestra","","","","","","","","","","","","","","","","","no"
"RVTR008942","Bittersweet Symphony","The Verve","","","","","","","","","","","","","","","","","no"
"RVTR008943","My Heart'S Symphony","gary lewis and the playboys","","","","","","","","","","","","","","","","","no"
"RVTR008969","I Don'T Wanna Know","Robin Lane and The Chartbusters","","","","","","","","","","","","","","","","","no"
"RVTR008984","Bad Boy For Life","p. diddy, black rob","","","","","","","","","","","","","","","","","no"
"RVTR008990","Everyday People 1968","Sly & The Family Stone","","","","","","","","","","","","","","","","","no"
"RVTR009088","I Love You","The Volume's","","","","","","","","","","","","","","","","","no"
"RVTR009127","Mood Swings","a boogie wit da hoodie","","","","","","","","","","","","","","","","","no"
"RVTR009137","I'M Not Gonna Cry Anymore","nancy brooks","","","","","","","","","","","","","","","","","no"
"RVTR009240","Cassandra","taylor swift","","","","","","","","","","","","","","","","","no"
"RVTR009246","Miss Broadway","belle epoque","","","","","","","","","","","","","","","","","no"
"RVTR009264","I'M Your Puppet","james","","","","","","","","","","","","","","","","","no"
"RVTR009337","Valerie","Mark Ronson Feat. Amy Winehouse","","","","","","","","","","","","","","","","","no"
"RVTR009341","It'S All Good","MC Hammer","","","","","","","","","","","","","","","","","no"
"RVTR009355","La Luna","belinda carlisle","","","","","","","","","","","","","","","","","no"
"RVTR009363","Mama","Clean Bandit feat. Ellie Goulding","","","","","","","","","","","","","","","","","no"
"RVTR009365","I Just Thought You'D Like To Know","johnny cash and the tennessee two","","","","","","","","","","","","","","","","","no"
"RVTR009506","Wanna Be Loved","The Red Clay Strays","","","","","","","","","","","","","","","","","no"
"RVTR009538","Thou Shalt Not Steal","dick and deedee","","","","","","","","","","","","","","","","","no"
"RVTR009565","Bolero","fancy","","","","","","","","","","","","","","","","","no"
"RVTR009623","Deja Vu","Post Malone Ft. Justin Bieber","","","","","","","","","","","","","","","","","no"
"RVTR009631","Big City Life","Mattafix","","","","","","","","","","","","","","","","","no"
"RVTR009636","His Hers","internet money, don toliver","","","","","","","","","","","","","","","","","no"
"RVTR009679","It'S Alright It'S Ok","ashley tisdale","","","","","","","","","","","","","","","","","no"
"RVTR009687","Big Bruce","steve greenberg","","","","","","","","","","","","","","","","","no"
"RVTR009698","Stop Playing With Me","tyler, the creator","","","","","","","","","","","","","","","","","no"
"RVTR009702","Long Live","florida georgia line","","","","","","","","","","","","","","","","","no"
"RVTR009703","Nobody Gets Me","sza","","","","","","","","","","","","","","","","","no"
"RVTR009736","Aisha","Outlandish","","","","","","","","","","","","","","","","","no"
"RVTR009797","Be True To Your School","beach boys","","","","","","","","","","","","","","","","","no"
"RVTR009919","The Greatest Show","hugh jackman, keala settle, zac efron, zendaya","","","","","","","","","","","","","","","","","no"
"RVTR010005","Yo Knock You Down","Keri Hilson Featuring Kanye West & Ne","","","","","","","","","","","","","","","","","no"
"RVTR010008","Step Back In Time","kylie minogue","","","","","","","","","","","","","","","","","no"
"RVTR010024","Somebody'S Hero","jamie o'neal","","","","","","","","","","","","","","","","","no"
"RVTR010094","Look At Me","Geri Halliwell","","","","","","","","","","","","","","","","","no"
"RVTR010101","Panic","Sublime With Rome","","","","","","","","","","","","","","","","","no"
"RVTR010196","Shop Around","Captain & Tennille","","","","","","","","","","","","","","","","","no"
