rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR068558","RVAR000533","White Lightning","george jones","22854","RVAL973617","50 Years Of Hits","RVAR000533","2004","2004-11-27","release_year:2004","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","22854","22854","22866"
"RVTR068648","RVAR000611","What A Catch Donnie","fall out boy","23036","RVAL986704","Folie A Deux","RVAR000611","2009","2009-01-03","release_year:2009","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","23036","23036","23035"
"RVTR071605","RVAR001090","Sweet Pea","tommy roe","24184","RVAL270700","Sweet Pea","RVAR001090","1966","1966-11-05","release_year:1966","6","yes","canonical_album_tracks|canonical_track_album_links","no","1","24182","24184","24182"
"RVTR074671","RVAR005240","Round Every Corner","petula clark","33858","RVAL457952","I Couldn't Live Without Your Love","RVAR005240","1966","1966-09-03","release_year:1966","15","yes","canonical_track_album_links|canonical_album_tracks","no","1","33864","33858","33864"
"RVTR078741","RVAR004025","Fool 1","brenda lee","30769","RVAL508000","10 Golden Years","RVAR004025","1966","1966-06-25","release_year:1966","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","30769","30769","30779"
"RVTR084277","RVAR008405","Midnight Rendezvous","The Babys","42192","RVAL782091","Union Jacks","RVAR008405","1980","1980-01-19","release_year:1980","7","yes","canonical_track_album_links|canonical_album_tracks","no","1","42192","42192","42187"
"RVTR086838","RVAR008038","Paperback Writer","The Beatles","41409","RVAL797131","Hey Jude","RVAR008038","1970","1970-03-21","release_year:1970","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41409","41409","41436"
"RVTR096039","RVAR001154","I Was Made For Lovin' You","kiss","24319","RVAL807525","Symphony: Alive IV","RVAR001154","2003","2003-08-09","release_year:2003","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","24306","24319","24307"
"RVTR104023","RVAR005884","Hallelujah","leonard cohen","35256","RVAL358460","Opus Collection","RVAR005884","2015","2015-02-07","release_year:2015","6","yes","canonical_album_tracks|canonical_track_album_links","no","1","35263","35256","35263"
"RVTR112801","RVAR001092","Louie Louie","fat boys","24190","RVAL751043","Fat Boys","RVAR001092","1985","1985-01-05","release_year:1985","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","24188","24190","24188"
"RVTR155367","RVAR005026","Think","james brown","33246","RVAL205594","I Got You (I Feel Good)","RVAR005026","1966","1966-01-22","release_year:1966","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","33246","33246","33261"
"RVTR157202","RVAR008038","Please Please Me","The Beatles","41407","RVAL608271","Early Beatles","RVAR008038","1965","1965-04-24","release_year:1965","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","41407","41407","41436"
"RVTR162960","RVAR000454","Southernplayalisticadillacmuzik","outkast","22737","RVAL556307","Southernplayalisticadillacmuzik","RVAR000454","1994","1994-05-14","release_year:1994","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","22735","22737","22735"
"RVTR165330","RVAR008296","Brazil","The Ritchie Family","42012","RVAL355671","Brazil","RVAR008296","1975","1975-10-04","release_year:1975","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","42009","42012","42009"
"RVTR166548","RVAR000961","Sylvia","focus","23869","RVAL195309","Focus 3","RVAR000961","1973","1973-04-14","release_year:1973","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","23869","23869","23872"
"RVTR181413","RVAR006040","Family Portrait","p!nk","35573","RVAL226052","M!ssundaztood","RVAR006040","2001","2001-12-08","release_year:2001","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","35573","35573","35571"
"RVTR182745","RVAR003699","Set It Off","juvenile","30134","RVAL758099","Project English","RVAR003699","2001","2001-09-08","release_year:2001","13","yes","canonical_track_album_links|canonical_album_tracks","no","1","30134","30134","30137"
"RVTR188048","RVAR003837","Speak","godsmack","30447","RVAL128242","IV","RVAR003837","2006","2006-05-13","release_year:2006","2","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","0","30446","30447","30446"
"RVTR189500","RVAR000855","Muddy Mississippi Line","bobby goldsboro","23509","RVAL530877","Muddy Mississippi Line","RVAR000855","1970","1970-01-17","release_year:1970","10","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","23509","23509","23506"
"RVTR190130","RVAR008696","Look Through Any Window","The Hollies","42756","RVAL719646","Hear! Here!","RVAR008696","1966","1966-02-12","release_year:1966","7","yes","canonical_album_tracks|canonical_track_album_links","no","1","42756","42756","42761"
"RVTR190440","RVAR004161","Jackie Brown","john mellencamp","31072","RVAL422168","Big Daddy","RVAR004161","1989","1989-05-27","release_year:1989","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","31072","31072","31083"
"RVTR220419","RVAR000785","Smokin' Room","carl carlton","23353","RVAL330810","Everlasting Love","RVAR000785","1975","1975-01-18","release_year:1975","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","23352","23353","23352"
"RVTR221913","RVAR000533","The Race Is On","george jones","22869","RVAL454578","The Race Is On","RVAR000533","1965","1965-06-26","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","22854","22869","22864"
"RVTR222282","RVAR005210","Damned If I Do Ya Damned If I Don'T","all time low","33783","RVAL770886","Nothing Personal","RVAR005210","2009","2009-07-25","release_year:2009","3","yes","canonical_album_tracks|canonical_album_tracks","no","1","33783","33783","33782"
"RVTR232318","RVAR008265","Dawn Go Away","The 4 Seasons","41915","RVAL049261","Dawn (Go Away) And 11 Other Great Songs","RVAR008265","1964","1964-03-28","release_year:1964","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","41915","41915","41927"
"RVTR247219","RVAR008405","Every Time I Think Of You","The Babys","42189","RVAL064230","Head First","RVAR008405","1979","1979-01-27","release_year:1979","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","42189","42189","42187"
"RVTR262413","RVAR008038","From Me To You","The Beatles","41407","RVAL608271","Early Beatles","RVAR008038","1965","1965-04-24","release_year:1965","3","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","41398","41407","41436"
"RVTR269641","RVAR000506","Mellow Yellow","donovan","22831","RVAL844541","Mellow Yellow","RVAR000506","1967","1967-02-18","release_year:1967","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22831","22831","22826"
"RVTR287990","RVAR002313","I Send A Message","inxs","26843","RVAL278654","Dekadance","RVAR002313","1983","1983-10-01","release_year:1983","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","26843","26843","26854"
"RVTR301057","RVAR001855","You Got What It Takes","joe tex","25893","RVAL748954","Hold What You've Got","RVAR001855","1965","1965-02-06","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","25893","25893","25897"
"RVTR302458","RVAR001090","Everybody","tommy roe","24184","RVAL270700","Sweet Pea","RVAR001090","1966","1966-11-05","release_year:1966","8","yes","canonical_album_tracks|canonical_track_album_links","no","1","24182","24184","24182"
"RVTR308117","RVAR007700","Lay Low","snoop dogg","40601","RVAL367856","Tha Last Meal","RVAR007700","2001","2001-01-06","release_year:2001","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","40601","40601","40602"
"RVTR313547","RVAR000918","It Takes Two","marvin gaye","23731","RVAL163241","Marvin Gaye And His Girls","RVAR000918","1969","1969-06-14","release_year:1969","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23731","23731","23732"
"RVTR323888","RVAR006156","The Monkey Time","major lance","37390","RVAL336227","The Monkey Time","RVAR006156","1963","1963-10-05","release_year:1963","1","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","37390","37390","37391"
"RVTR329953","RVAR005166","A Kind Of Magic","queen","33627","RVAL405093","A Kind Of Magic","RVAR005166","1986","1986-07-19","release_year:1986","2","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","33627","33627","33630"
"RVTR335372","RVAR001162","A Little Is Enough","pete townshend","24345","RVAL884021","Empty Glass","RVAR001162","1980","1980-05-17","release_year:1980","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","24345","24345","24344"
"RVTR337670","RVAR004743","Spark","tori amos","32475","RVAL705172","From The Choirgirl Hotel","RVAR004743","1998","1998-05-23","release_year:1998","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","32475","32475","32484"
"RVTR342415","RVAR007591","Escape","enrique iglesias","40308","RVAL634593","Bailamos","RVAR007591","1999","1999-06-19","release_year:1999","3","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","0","40308","40308","40312"
"RVTR353884","RVAR001650","Sam","olivia newton-john","25471","RVAL482223","Back To Basics/Essential Collection 1971-1992","RVAR001650","1992","1992-06-27","release_year:1992","12","yes","canonical_album_tracks|canonical_album_tracks","no","0","25471","25471","25481"
"RVTR368740","RVAR000602","Given To Fly","pearl jam","23023","RVAL693697","Yield","RVAR000602","1998","1998-02-21","release_year:1998","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23019","23023","23005"
"RVTR383738","RVAR008486","Down By The Lazy River","The Osmonds","42381","RVAL889499","Phase-III","RVAR008486","1972","1972-01-29","release_year:1972","6","yes","canonical_track_album_links|canonical_album_tracks","no","1","42381","42381","42374"
"RVTR384453","RVAR001978","Handbags And Gladrags","rod stewart","26224","RVAL087859","Sing It Again Rod","RVAR001978","1973","1973-07-07","release_year:1973","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","26224","26224","26238"
"RVTR387083","RVAR005166","I Want It All","queen","33649","RVAL513214","The Miracle","RVAR005166","1989","1989-06-24","release_year:1989","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","33630","33649","33630"
"RVTR390333","RVAR005166","Body Language","queen","33636","RVAL875362","Hot Space","RVAR005166","1982","1982-05-29","release_year:1982","4","yes","canonical_album_tracks|canonical_track_album_links","no","1","33636","33636","33635"
"RVTR390466","RVAR000785","Everlasting Love","carl carlton","23353","RVAL330810","Everlasting Love","RVAR000785","1975","1975-01-18","release_year:1975","1","yes","canonical_album_tracks|canonical_track_album_links","no","1","23352","23353","23352"
"RVTR392996","RVAR008586","Somebody Help Me","The Spencer Davis Group","42576","RVAL507744","Gimme Some Lovin'","RVAR008586","1967","1967-03-25","release_year:1967","7","yes","canonical_album_tracks|canonical_track_album_links","no","1","42576","42576","42578"
"RVTR398624","RVAR003361","Follow You Follow Me","genesis","29188","RVAL935270","Three Sides Live","RVAR003361","1982","1982-06-26","release_year:1982","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","29190","29188","29183"
"RVTR402713","RVAR004998","Love Me","yvonne elliman","33191","RVAL024377","Love Me","RVAR004998","1977","1977-03-12","release_year:1977","1","yes","canonical_album_tracks|canonical_track_album_links","no","1","33191","33191","33193"
"RVTR427249","RVAR008038","Rain","The Beatles","41409","RVAL797131","Hey Jude","RVAR008038","1970","1970-03-21","release_year:1970","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","41409","41409","41422"
"RVTR437965","RVAR008273","You Better You Bet","The Who","41948","RVAL298634","Face Dances","RVAR008273","1981","1981-04-04","release_year:1981","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41948","41948","41953"
"RVTR443941","RVAR001754","Could It Be","jaheim","25683","RVAL949126","[Ghetto Love]","RVAR001754","2001","2001-03-31","release_year:2001","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","25683","25683","25686"
"RVTR469930","RVAR006916","Go Girl","pitbull","39049","RVAL722136","The Boatlift","RVAR006916","2007","2007-12-15","release_year:2007","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","39046","39049","39046"
"RVTR475866","RVAR001855","A Sweet Woman Like You","joe tex","25898","RVAL075122","The Love You Save","RVAR001855","1966","1966-05-07","release_year:1966","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","25898","25898","25897"
"RVTR483166","RVAR000533","Tender Years","george jones","22854","RVAL973617","50 Years Of Hits","RVAR000533","2004","2004-11-27","release_year:2004","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","22854","22854","22866"
"RVTR483563","RVAR003421","My Heroes Have Always Been Cowboys","willie nelson","29425","RVAL706469","The Electric Horseman","RVAR003421","1980","1980-01-12","release_year:1980","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29421","29425","29439"
"RVTR488704","RVAR000611","America'S Suitehearts","fall out boy","23036","RVAL986704","Folie A Deux","RVAR000611","2009","2009-01-03","release_year:2009","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","23036","23036","23035"
"RVTR490995","RVAR001650","If Not For You","olivia newton-john","25478","RVAL885029","If Not For You","RVAR001650","1971","1971-11-27","release_year:1971","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","25478","25478","25483"
"RVTR494294","RVAR000506","Universal Soldier","donovan","22830","RVAL030115","Like It Is, Was And Evermore Shall Be","RVAR000506","1968","1968-04-06","release_year:1968","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","22830","22830","22835"
"RVTR494322","RVAR005861","The Animal Trainer And The Toad","mountain","35206","RVAL275601","Nantucket Sleighride","RVAR005861","1971","1971-02-06","release_year:1971","3","yes","canonical_track_album_links|canonical_album_tracks","no","1","35206","35206","35207"
"RVTR497263","RVAR002767","Get Rhythm","johnny cash","27908","RVAL563907","Original Golden Hits, Volume I","RVAR002767","1969","1969-09-27","release_year:1969","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","27893","27908","27897"
"RVTR499615","RVAR005026","The Bells","james brown","33248","RVAL412712","It's A Man's Man's Man's World","RVAR005026","1966","1966-09-10","release_year:1966","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","33248","33248","33270"
"RVTR515624","RVAR008735","The Little Girl I Once Knew","The Beach Boys","42882","RVAL160865","Spirit Of America","RVAR008735","1975","1975-05-03","release_year:1975","16","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","42882","42882","42899"
"RVTR521609","RVAR000138","Daddy'S Little Girl","al martino","22031","RVAL658048","Daddy's Little Girl","RVAR000138","1967","1967-06-24","release_year:1967","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22031","22031","22045"
"RVTR522330","RVAR005166","One Vision","queen","33627","RVAL405093","A Kind Of Magic","RVAR005166","1986","1986-07-19","release_year:1986","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","33627","33627","33640"
"RVTR525803","RVAR006040","Get The Party Started","p!nk","35573","RVAL226052","M!ssundaztood","RVAR006040","2001","2001-12-08","release_year:2001","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","35573","35573","35571"
"RVTR537180","RVAR007591","Be With You","enrique iglesias","40308","RVAL634593","Bailamos","RVAR007591","1999","1999-06-19","release_year:1999","1","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","0","40308","40308","40310"
"RVTR538091","RVAR002767","Daddy Sang Bass","johnny cash","27881","RVAL363088","16 Biggest Hits","RVAR002767","1999","1999-05-08","release_year:1999","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","27881","27881","27899"
"RVTR542807","RVAR000746","You Could Have Been With Me","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","23288","23288","23291"
"RVTR547745","RVAR001657","Hill Where The Lord Hides","chuck mangione","25509","RVAL637453","Friends & Love...A Chuck Mangione Concert","RVAR001657","1971","1971-07-03","release_year:1971","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25509","25509","25502"
"RVTR547791","RVAR003458","Win Your Love For Me","sam cooke","29593","RVAL683113","Shake","RVAR003458","1965","1965-02-13","release_year:1965","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29590","29593","29590"
"RVTR556635","RVAR008606","On This Side Of Goodbye","The Righteous Brothers","42624","RVAL466726","Sayin' Somethin'","RVAR008606","1967","1967-04-08","release_year:1967","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","42624","42624","42630"
"RVTR572274","RVAR000746","Telefone Long Distance Love Affair","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","23285","23288","23285"
"RVTR572545","RVAR003969","Jesus To A Child","george michael","30655","RVAL254359","Older","RVAR003969","1996","1996-06-01","release_year:1996","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","30655","30655","30653"
"RVTR586668","RVAR006050","Any Way You Want It","journey","35595","RVAL728261","Departure","RVAR006050","1980","1980-03-22","release_year:1980","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","35595","35595","35606"
"RVTR591085","RVAR001763","Jaded","aerosmith","25711","RVAL269007","Just Push Play","RVAR001763","2001","2001-03-24","release_year:2001","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","25711","25711","25704"
"RVTR592143","RVAR003458","Shake","sam cooke","29593","RVAL683113","Shake","RVAR003458","1965","1965-02-13","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","29590","29593","29595"
"RVTR603118","RVAR007591","Rhythm Divine","enrique iglesias","40308","RVAL634593","Bailamos","RVAR007591","1999","1999-06-19","release_year:1999","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","0","40308","40308","40310"
"RVTR605404","RVAR001747","People Are People","depeche mode","25666","RVAL837368","People Are People","RVAR001747","1984","1984-07-28","release_year:1984","3","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","25666","25666","25669"
"RVTR608501","RVAR003975","Foe Tha Love Of","bone thugs-n-harmony","30669","RVAL170834","Creepin On Ah Come Up (EP)","RVAR003975","1994","1994-07-30","release_year:1994","1","yes","canonical_track_album_links|canonical_album_tracks","no","1","30669","30669","30675"
"RVTR611164","RVAR007802","It Feels So Right","elvis presley","40894","RVAL013963","A Valentine Gift For You","RVAR007802","1985","1985-03-02","release_year:1985","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","40894","40894","40915"
"RVTR612534","RVAR000746","Almost Over You","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","23285","23288","23285"
"RVTR619103","RVAR002313","Original Sin","inxs","26843","RVAL278654","Dekadance","RVAR002313","1983","1983-10-01","release_year:1983","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","26843","26843","26854"
"RVTR621647","RVAR007802","Long Legged Girl With The Short Dress On","elvis presley","40904","RVAL584710","Double Trouble","RVAR007802","1967","1967-06-24","release_year:1967","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","40895","40904","40895"
"RVTR623853","RVAR000611","I Don'T Care","fall out boy","23036","RVAL986704","Folie A Deux","RVAR000611","2009","2009-01-03","release_year:2009","12","yes","canonical_album_tracks|canonical_album_tracks","no","0","23036","23036","23035"
"RVTR628058","RVAR002501","The Feeling Is Right","clarence carter","27315","RVAL582854","Testifyin'","RVAR002501","1969","1969-08-16","release_year:1969","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","27315","27315","27316"
"RVTR629030","RVAR006916","Culo","pitbull","39043","RVAL952675","M.I.A.M.I. (Money Is A Major Issue)","RVAR006916","2004","2004-09-11","release_year:2004","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","39043","39043","39046"
"RVTR642907","RVAR008606","He","The Righteous Brothers","42626","RVAL828122","Soul & Inspiration","RVAR008606","1966","1966-04-30","release_year:1966","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","42626","42626","42630"
"RVTR651036","RVAR001154","A World Without Heroes","kiss","24312","RVAL516031","MTV Unplugged","RVAR001154","1996","1996-03-30","release_year:1996","7","yes","canonical_album_tracks|canonical_track_album_links","no","1","24306","24312","24306"
"RVTR652810","RVAR005240","My Love","petula clark","33862","RVAL882223","My Love","RVAR005240","1966","1966-04-09","release_year:1966","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","33862","33862","33864"
"RVTR659312","RVAR000574","Rock And Roll Is Dead","lenny kravitz","22947","RVAL109999","Circus","RVAR000574","1995","1995-09-30","release_year:1995","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22947","22947","22948"
"RVTR659557","RVAR001999","Hey Ladies","beastie boys","26303","RVAL993582","Paul's Boutique","RVAR001999","1989","1989-08-12","release_year:1989","17","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","26303","26303","26297"
"RVTR663482","RVAR000918","Your Precious Love","marvin gaye","23731","RVAL163241","Marvin Gaye And His Girls","RVAR000918","1969","1969-06-14","release_year:1969","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23722","23731","23732"
"RVTR673189","RVAR001999","So What'Cha Want","beastie boys","26298","RVAL135018","Check Your Head","RVAR001999","1992","1992-05-09","release_year:1992","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","26298","26298","26297"
"RVTR685860","RVAR006916","The Anthem","pitbull","39049","RVAL722136","The Boatlift","RVAR006916","2007","2007-12-15","release_year:2007","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","39046","39049","39046"
"RVTR691903","RVAR000746","Sugar Walls","sheena easton","23288","RVAL765336","Sheena Easton","RVAR000746","1981","1981-03-14","release_year:1981","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","23284","23288","23284"
"RVTR705333","RVAR008379","High","The Cure","42163","RVAL358311","Wish","RVAR008379","1992","1992-05-09","release_year:1992","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","42156","42163","42156"
"RVTR721775","RVAR008405","Back On My Feet Again","The Babys","42192","RVAL782091","Union Jacks","RVAR008405","1980","1980-01-19","release_year:1980","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","42192","42192","42187"
"RVTR728502","RVAR002344","With A Little Luck","wings","26911","RVAL671462","London Town","RVAR002344","1978","1978-04-15","release_year:1978","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","26911","26911","26914"
"RVTR728940","RVAR000138","Living A Lie","al martino","22035","RVAL044956","Living A Lie","RVAR000138","1964","1964-02-08","release_year:1964","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22035","22035","22045"
"RVTR735785","RVAR008038","Lady Madonna","The Beatles","41409","RVAL797131","Hey Jude","RVAR008038","1970","1970-03-21","release_year:1970","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41409","41409","41437"
"RVTR740210","RVAR008778","Come On And Say It","The Grass Roots","42954","RVAL948352","More Golden Grass","RVAR008778","1970","1970-10-24","release_year:1970","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","42954","42954","42956"
"RVTR755534","RVAR006916","Ay Chico Lengua Afuera","pitbull","39040","RVAL045751","El Mariel","RVAR006916","2006","2006-11-18","release_year:2006","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","39040","39040","39046"
"RVTR763858","RVAR002822","Megalomaniac","incubus","28010","RVAL211289","A Crow Left Of The Murder...","RVAR002822","2004","2004-02-21","release_year:2004","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","28010","28010","28012"
"RVTR764879","RVAR003397","Down Here On The Ground","lou rawls","29309","RVAL018315","You're Good For Me","RVAR003397","1968","1968-07-20","release_year:1968","1","yes","canonical_album_tracks|canonical_track_album_links","no","0","29298","29309","29298"
"RVTR768982","RVAR006629","I'M A Believer","neil diamond","38431","RVAL972416","Hot August Night/NYC: Live From Madison Square Garden","RVAR006629","2009","2009-08-29","release_year:2009","15","yes","canonical_album_tracks|canonical_album_tracks","no","0","38430","38431","38430"
"RVTR777185","RVAR000867","Just Like Starting Over","john lennon","23541","RVAL706101","Working Class Hero: The Definitive Lennon","RVAR000867","2005","2005-10-22","release_year:2005","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","23530","23541","23530"
"RVTR782452","RVAR001090","Hooray For Hazel","tommy roe","24184","RVAL270700","Sweet Pea","RVAR001090","1966","1966-11-05","release_year:1966","1","yes","canonical_album_tracks|canonical_track_album_links","no","1","24182","24184","24182"
"RVTR785746","RVAR005317","Name","goo goo dolls","34027","RVAL459749","A Boy Named Goo","RVAR005317","1995","1995-09-09","release_year:1995","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","34027","34027","34033"
"RVTR795033","RVAR004025","Sweet Nothin'S","brenda lee","30769","RVAL508000","10 Golden Years","RVAR004025","1966","1966-06-25","release_year:1966","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","30769","30769","30779"
