rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR008301","RVAR002928","A Horse With No Name","america","28220","RVAL579560","America","RVAR002928","1972","1972-02-19","release_year:1972","5","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","28220","28220","28220"
"RVTR008311","RVAR003509","La Camisa Negra","juanes","29683","RVAL494723","Mi Sangre","RVAR003509","2004","2004-10-16","release_year:2004","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","29683","29683","29683"
"RVTR008408","RVAR003969","Praying For Time","george michael","30654","RVAL001836","Listen Without Prejudice, Vol. 1","RVAR003969","1990","1990-09-29","release_year:1990","1","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","0","30654","30654","30654"
"RVTR008665","RVAR005344","Why Must We Wait Until Tonight","tina turner","34079","RVAL946423","What's Love Got To Do With It (Soundtrack)","RVAR005344","1993","1993-07-03","release_year:1993","1","yes","canonical_track_album_links|canonical_album_tracks","no","1","34070","34079","34079"
"RVTR008896","RVAR000873","Showdown","electric light orchestra","23557","RVAL350277","On The Third Day","RVAR000873","1973","1973-12-29","release_year:1973","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23557","23557","23557"
"RVTR008975","RVAR005344","Steamy Windows","tina turner","34072","RVAL513597","Foreign Affair","RVAR005344","1989","1989-10-07","release_year:1989","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","34070","34072","34072"
"RVTR009031","RVAR007576","If I Ever Lose My Faith In You","sting","40284","RVAL155418","Fields Of Gold - Best Of Sting 1984-1994","RVAR007576","1994","1994-11-26","release_year:1994","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","40279","40284","40284"
"RVTR009067","RVAR007560","Sad But True","metallica","40260","RVAL367880","Metallica","RVAR007560","1991","1991-08-31","release_year:1991","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","40260","40260","40260"
"RVTR009358","RVAR004647","All I Want Is You","carly simon","32154","RVAL231735","Coming Around Again","RVAR004647","1987","1987-04-25","release_year:1987","11","yes","canonical_track_album_links|canonical_album_tracks","no","1","32154","32154","32154"
"RVTR010318","RVAR006461","Run","george strait","37969","RVAL916833","The Road Less Traveled","RVAR006461","2001","2001-11-24","release_year:2001","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","37969","37969","37969"
"RVTR010382","RVAR005754","The Smile Has Left Your Eyes","asia","34957","RVAL836266","Alpha","RVAR005754","1983","1983-08-27","release_year:1983","2","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","1","34957","34957","34957"
"RVTR010529","RVAR000855","See The Funny Little Clown","bobby goldsboro","23506","RVAL297697","Bobby Goldsboro's Greatest Hits","RVAR000855","1970","1970-07-04","release_year:1970","5","yes","canonical_album_tracks|canonical_track_album_links","no","1","23511","23506","23506"
"RVTR010665","RVAR000151","Alright","janet jackson","22089","RVAL842125","Janet Jackson's Rhythm Nation 1814","RVAR000151","1989","1989-10-07","release_year:1989","19","yes","canonical_track_album_links|canonical_album_tracks","no","1","22086","22089","22089"
"RVTR010856","RVAR007237","Mud On The Tires","brad paisley","39681","RVAL656327","Mud On The Tires","RVAR007237","2003","2003-08-09","release_year:2003","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","39681","39681","39681"
"RVTR011230","RVAR001010","Hot Mama","trace adkins","23942","RVAL746858","Comin' On Strong","RVAR001010","2003","2003-12-20","release_year:2003","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","23942","23942","23942"
"RVTR011596","RVAR000918","Sexual Healing","marvin gaye","23738","RVAL397952","Midnight Love","RVAR000918","1982","1982-11-20","release_year:1982","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23738","23738","23738"
"RVTR011893","RVAR000894","Something'S Got A Hold On Me","etta james","23616","RVAL097817","Etta James Rocks The House","RVAR000894","1964","1964-02-01","release_year:1964","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23614","23616","23616"
"RVTR012441","RVAR001886","Poison","bell biv devoe","25952","RVAL099067","Poison","RVAR001886","1990","1990-04-07","release_year:1990","6","yes","canonical_album_tracks|canonical_track_album_links","no","0","25952","25952","25952"
"RVTR013038","RVAR007934","Daydream Believer","The Monkees","41291","RVAL532285","The Birds, The Bees & The Monkees","RVAR007934","1968","1968-05-11","release_year:1968","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41281","41291","41291"
"RVTR013813","RVAR005706","The Boys Of Summer","don henley","34853","RVAL974823","Building The Perfect Beast","RVAR005706","1984","1984-12-15","release_year:1984","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","34853","34853","34853"
"RVTR013829","RVAR001356","Soul Serenade","king curtis","24772","RVAL546463","Soul Serenade","RVAR001356","1964","1964-06-13","release_year:1964","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","24772","24772","24772"
"RVTR014038","RVAR002767","Rock Island Line","johnny cash","27897","RVAL834107","Johnny Cash","RVAR002767","1969","1969-10-11","release_year:1969","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","27897","27897","27897"
"RVTR014473","RVAR002621","When The Stars Go Blue","tim mcgraw","27500","RVAL662445","Greatest Hits Vol 2: Reflected","RVAR002621","2006","2006-04-15","release_year:2006","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","27504","27500","27500"
"RVTR014576","RVAR002134","No Hurry","zac brown band","26498","RVAL398018","You Get What You Give","RVAR002134","2010","2010-10-09","release_year:2010","2","yes","canonical_track_album_links|canonical_album_tracks","no","1","26498","26498","26498"
"RVTR014791","RVAR006010","When I Think Of You","leif garrett","35522","RVAL371045","Leif Garrett","RVAR006010","1977","1977-12-17","release_year:1977","1","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","35521","35522","35522"
"RVTR015231","RVAR001649","An Everlasting Love","andy gibb","25470","RVAL955370","Shadow Dancing","RVAR001649","1978","1978-06-17","release_year:1978","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","25470","25470","25470"
"RVTR015331","RVAR006640","When A Man Loves A Woman","michael bolton","38485","RVAL676125","Michael Bolton","RVAR006640","1983","1983-05-07","release_year:1983","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","38485","38485","38485"
"RVTR015345","RVAR005317","Stay With You","goo goo dolls","34032","RVAL417110","Let Love In","RVAR005317","2006","2006-05-13","release_year:2006","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","34032","34032","34032"
"RVTR015441","RVAR008321","If She Knew What She Wants","The Bangles","42070","RVAL368266","Different Light","RVAR008321","1986","1986-02-01","release_year:1986","11","yes","canonical_track_album_links|canonical_album_tracks","no","1","42070","42070","42070"
"RVTR015508","RVAR005511","Rebel Yell","billy idol","34440","RVAL447337","Rebel Yell","RVAR005511","1983","1983-12-03","release_year:1983","4","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","0","34440","34440","34440"
"RVTR015792","RVAR004462","If You Only Knew","shinedown","31746","RVAL441199","The Sound Of Madness","RVAR004462","2008","2008-07-12","release_year:2008","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","31745","31746","31746"
"RVTR015873","RVAR000659","Maybe I Know","lesley gore","23120","RVAL114963","Girl Talk","RVAR000659","1964","1964-12-12","release_year:1964","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","23120","23120","23120"
"RVTR015986","RVAR005645","Sara","fleetwood mac","34709","RVAL346650","Tusk","RVAR005645","1979","1979-11-03","release_year:1979","5","yes","canonical_album_tracks|canonical_track_album_links","no","0","34709","34709","34709"
"RVTR016009","RVAR008038","If I Fell","The Beatles","41400","RVAL468343","A Hard Day's Night (Soundtrack)","RVAR008038","1964","1964-07-18","release_year:1964","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41418","41400","41400"
"RVTR016144","RVAR000098","Bless The Broken Road","rascal flatts","21894","RVAL499918","Feels Like Today","RVAR000098","2004","2004-10-16","release_year:2004","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","21894","21894","21894"
"RVTR016195","RVAR007279","Push It","garbage","39788","RVAL770184","Version 2.0","RVAR007279","1998","1998-05-30","release_year:1998","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","39782","39788","39788"
"RVTR016328","RVAR006197","Mamma Mia","abba","37431","RVAL491158","ABBA","RVAR006197","1975","1975-11-15","release_year:1975","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","37431","37431","37431"
"RVTR016681","RVAR005493","My Guy","mary wells","34397","RVAL339290","Mary Wells Sings My Guy","RVAR005493","1964","1964-07-25","release_year:1964","3","yes","canonical_album_tracks|canonical_track_album_links","no","1","34396","34397","34397"
"RVTR016790","RVAR004489","Sweet Memories","andy williams","31788","RVAL441367","Raindrops Keep Fallin' On My Head","RVAR004489","1970","1970-06-13","release_year:1970","3","yes","canonical_album_tracks|canonical_track_album_links","no","1","31766","31788","31788"
"RVTR016819","RVAR000216","Do You Want To Dance","bette midler","22298","RVAL595972","The Divine Miss M","RVAR000216","1972","1972-12-09","release_year:1972","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22298","22298","22298"
"RVTR017027","RVAR004621","I'M On The Outside Looking In","little anthony and the imperials","32092","RVAL431616","I'm On The Outside (Looking In)","RVAR004621","1965","1965-01-16","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","32092","32092","32092"
"RVTR017444","RVAR008213","You'Re Just The Right Size","The Salsoul Orchestra","41802","RVAL893422","The Salsoul Orchestra","RVAR008213","1975","1975-11-29","release_year:1975","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","41798","41802","41802"
"RVTR017627","RVAR000151","Miss You Much","janet jackson","22089","RVAL842125","Janet Jackson's Rhythm Nation 1814","RVAR000151","1989","1989-10-07","release_year:1989","13","yes","canonical_album_tracks|canonical_album_tracks","no","0","22086","22089","22089"
"RVTR017740","RVAR008545","Jump For My Love","The Pointer Sisters","42503","RVAL029530","The Best Of The Pointer Sisters","RVAR008545","1976","1976-12-04","release_year:1976","26","yes","canonical_album_tracks|canonical_album_tracks","no","0","42490","42503","42503"
"RVTR018038","RVAR008112","Don'T Do It","The Band","41657","RVAL018552","Rock Of Ages","RVAR008112","1972","1972-09-09","release_year:1972","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","41657","41657","41657"
"RVTR018725","RVAR004899","Treat You Better","shawn mendes","32891","RVAL606642","Illuminate","RVAR004899","2016","2016-10-15","release_year:2016","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","32891","32891","32891"
"RVTR018736","RVAR006962","Steal Away","johnnie taylor","39175","RVAL452627","Johnnie Taylor's Greatest Hits","RVAR006962","1970","1970-12-19","release_year:1970","19","yes","canonical_track_album_links|canonical_album_tracks","no","1","39176","39175","39175"
"RVTR018788","RVAR005816","I Got A Name","jim croce","35116","RVAL507595","I Got A Name","RVAR005816","1973","1973-12-15","release_year:1973","5","yes","canonical_album_tracks|canonical_album_tracks","no","0","35116","35116","35116"
"RVTR018811","RVAR008273","Behind Blue Eyes","The Who","41973","RVAL124149","Who's Next","RVAR008273","1971","1971-08-14","release_year:1971","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41946","41973","41973"
"RVTR019243","RVAR003636","Thunderball","tom jones","29987","RVAL142390","Tom Jones Live!","RVAR003636","1969","1969-03-15","release_year:1969","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","29977","29987","29987"
"RVTR019398","RVAR006104","Come Talk To Me","jodeci","35712","RVAL703608","Forever My Lady","RVAR006104","1991","1991-09-14","release_year:1991","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","35712","35712","35712"
"RVTR019521","RVAR003505","Slippery When Wet","commodores","29665","RVAL395439","Caught In The Act","RVAR003505","1975","1975-03-22","release_year:1975","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","29665","29665","29665"
"RVTR020550","RVAR008273","I Can'T Explain","The Who","41963","RVAL481594","The Kids Are Alright (Soundtrack)","RVAR008273","1979","1979-06-30","release_year:1979","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","41967","41963","41963"
"RVTR020928","RVAR006919","Danny Boy","ray price","39051","RVAL398994","Danny Boy","RVAR006919","1967","1967-06-10","release_year:1967","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","39051","39051","39051"
"RVTR021493","RVAR001534","Paint Me A Birmingham","tracy lawrence","25273","RVAL682153","Strong","RVAR001534","2004","2004-04-17","release_year:2004","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25268","25273","25273"
"RVTR021698","RVAR003794","Without Me","eminem","30310","RVAL319928","The Eminem Show","RVAR003794","2002","2002-06-08","release_year:2002","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","30304","30310","30310"
"RVTR021822","RVAR004933","All I Really Want To Do","cher","32994","RVAL758038","All I Really Want To Do","RVAR004933","1965","1965-09-18","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","32994","32994","32994"
"RVTR022074","RVAR006240","All Day Music","war","37491","RVAL648758","All Day Music","RVAR006240","1971","1971-11-20","release_year:1971","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","37491","37491","37491"
"RVTR022601","RVAR003470","The Look Of Love","isaac hayes","29618","RVAL201016","To Be Continued","RVAR003470","1970","1970-12-05","release_year:1970","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","29618","29618","29618"
"RVTR022651","RVAR005798","Twist It Up","chubby checker","35067","RVAL938663","Beach Party","RVAR005798","1963","1963-01-05","release_year:1963","12","yes","canonical_track_album_links|canonical_album_tracks","no","1","35067","35067","35067"
"RVTR022933","RVAR002575","Roots Rock Reggae","bob marley and the wailers","27445","RVAL750401","Rastaman Vibration","RVAR002575","1976","1976-05-15","release_year:1976","16","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","2","27443","27445","27445"
"RVTR023275","RVAR008606","You'Ve Lost That Lovin' Feelin'","The Righteous Brothers","42633","RVAL557697","You've Lost That Lovin' Feelin'","RVAR008606","1965","1965-01-23","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","42633","42633","42633"
"RVTR023559","RVAR007917","Dreams","The Cranberries","41209","RVAL531982","Everybody Else Is Doing It, So Why Can't We?","RVAR007917","1993","1993-07-17","release_year:1993","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","41209","41209","41209"
"RVTR024332","RVAR001763","Chip Away The Stone","aerosmith","25712","RVAL254385","Live Bootleg","RVAR001763","1978","1978-11-11","release_year:1978","10","yes","canonical_album_tracks|canonical_track_album_links","no","1","25707","25712","25712"
"RVTR024496","RVAR004836","Good Morning Judge","10cc","32667","RVAL564131","Deceptive Bends","RVAR004836","1977","1977-05-14","release_year:1977","4","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","32667","32667","32667"
"RVTR024659","RVAR006640","To Love Somebody","michael bolton","38485","RVAL676125","Michael Bolton","RVAR006640","1983","1983-05-07","release_year:1983","8","yes","canonical_album_tracks|canonical_track_album_links","no","1","38485","38485","38485"
"RVTR024707","RVAR001842","Tug Of War","paul mccartney","25868","RVAL165040","Tug Of War","RVAR001842","1982","1982-05-15","release_year:1982","1","yes","canonical_album_tracks|canonical_track_album_links","no","1","25868","25868","25868"
"RVTR024887","RVAR003420","Intro","j. cole","29382","RVAL863089","Cole World: The Sideline Story","RVAR003420","2011","2011-10-15","release_year:2011","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29379","29382","29382"
"RVTR025139","RVAR000902","Check It Out","bobby womack","23636","RVAL902840","I Don't Know What The World Is Coming To","RVAR000902","1975","1975-05-24","release_year:1975","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","23639","23636","23636"
"RVTR025140","RVAR008055","Mr Tambourine Man","The Byrds","41507","RVAL132443","Mr. Tambourine Man","RVAR008055","1965","1965-06-26","release_year:1965","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","41507","41507","41507"
"RVTR025203","RVAR005108","All Along","blessid union of souls","33473","RVAL811155","Home","RVAR005108","1995","1995-04-22","release_year:1995","3","yes","canonical_album_tracks|canonical_track_album_links","no","1","33472","33473","33473"
"RVTR025224","RVAR007359","Tough","craig morgan","39941","RVAL201975","Little Bit Of Life","RVAR007359","2006","2006-11-18","release_year:2006","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","39941","39941","39941"
"RVTR025701","RVAR002939","Polk Salad Annie","tony joe white","28257","RVAL033497","Black And White","RVAR002939","1969","1969-07-26","release_year:1969","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","28257","28257","28257"
"RVTR025737","RVAR007576","All This Time","sting","40292","RVAL090740","The Soul Cages","RVAR007576","1991","1991-02-09","release_year:1991","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","40279","40292","40292"
"RVTR026294","RVAR001018","Heartless","kris allen","23989","RVAL630107","Season 8 Favorite Performances","RVAR001018","2009","2009-06-06","release_year:2009","6","yes","canonical_album_tracks|canonical_track_album_links","no","0","23988","23989","23988"
"RVTR026638","RVAR001449","So Very Hard To Go","tower of power","25031","RVAL258716","Tower of Power","RVAR001449","1973","1973-06-02","release_year:1973","7","yes","canonical_track_album_links|canonical_album_tracks","no","1","25031","25031","25031"
"RVTR026689","RVAR001010","Songs About Me","trace adkins","23951","RVAL225724","Songs About Me","RVAR001010","2005","2005-04-09","release_year:2005","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","23951","23951","23951"
"RVTR026765","RVAR004654","How Can I Refuse","heart","32211","RVAL108271","Passionworks","RVAR004654","1983","1983-09-17","release_year:1983","7","yes","canonical_track_album_links|canonical_album_tracks","no","1","32211","32211","32211"
"RVTR026818","RVAR005772","Shotgun","vanilla fudge","35014","RVAL274271","Vanilla Fudge","RVAR005772","1967","1967-09-16","release_year:1967","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","35012","35014","35014"
"RVTR026947","RVAR006050","Separate Ways Worlds Apart","journey","35599","RVAL171991","Frontiers","RVAR006050","1983","1983-02-19","release_year:1983","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","35599","35599","35599"
"RVTR027141","RVAR006434","Looking For Space","john denver","37866","RVAL846325","Windsong","RVAR006434","1975","1975-10-04","release_year:1975","5","yes","canonical_track_album_links|canonical_album_tracks","no","1","37866","37866","37866"
"RVTR027153","RVAR001804","Under And Over It","five finger death punch","25790","RVAL946569","American Capitalist","RVAR001804","2011","2011-10-29","release_year:2011","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","25789","25790","25790"
"RVTR027629","RVAR003758","Bell Bottom Blues","eric clapton","30229","RVAL687160","Eric Clapton At His Best","RVAR003758","1972","1972-10-14","release_year:1972","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","30224","30229","30229"
"RVTR027766","RVAR001448","Tell Her Love Has Felt The Need","eddie kendricks","25017","RVAL767130","Eddie Kendricks","RVAR001448","1973","1973-06-16","release_year:1973","14","yes","canonical_album_tracks|canonical_album_tracks","no","0","25016","25017","25017"
"RVTR027885","RVAR005198","Lowdown","boz scaggs","33758","RVAL180102","My Time","RVAR005198","1972","1972-09-23","release_year:1972","9","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","33754","33758","33758"
"RVTR028160","RVAR001053","Nights On Broadway","bee gees","24106","RVAL809962","Main Course","RVAR001053","1975","1975-06-21","release_year:1975","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","24106","24106","24106"
"RVTR028668","RVAR006640","Georgia On My Mind","michael bolton","38490","RVAL014483","Soul Provider","RVAR006640","1989","1989-07-22","release_year:1989","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","38490","38490","38490"
"RVTR029446","RVAR002134","Whatever It Is","zac brown band","26494","RVAL772075","The Foundation","RVAR002134","2008","2008-12-06","release_year:2008","7","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","26494","26494","26494"
"RVTR029502","RVAR003898","Wink","neal mccoy","30571","RVAL053092","No Doubt About It","RVAR003898","1994","1994-02-26","release_year:1994","7","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","30570","30571","30571"
"RVTR029697","RVAR001356","Memphis Soul Stew","king curtis","24770","RVAL671300","King Size Soul","RVAR001356","1967","1967-12-09","release_year:1967","7","yes","canonical_track_album_links|canonical_album_tracks","no","1","24770","24770","24770"
"RVTR029708","RVAR003283","In These Changing Times","four tops","29009","RVAL961558","Changing Times","RVAR003283","1970","1970-10-17","release_year:1970","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","29009","29009","29009"
"RVTR030345","RVAR002395","That'Ll Be The Day","linda ronstadt","27081","RVAL150978","Hasten Down The Wind","RVAR002395","1976","1976-08-28","release_year:1976","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","27081","27081","27081"
"RVTR030447","RVAR007717","Only Love Can Break Your Heart","neil young","40632","RVAL205912","After The Gold Rush","RVAR007717","1970","1970-09-19","release_year:1970","7","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","40632","40632","40632"
"RVTR030462","RVAR007793","Every Heartbeat","amy grant","40868","RVAL618254","Heart In Motion","RVAR007793","1991","1991-03-23","release_year:1991","3","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","40868","40868","40868"
