rvtr,rvar,track_title,track_artist,album_id,rval,album_title,album_artist,release_year,first_billboard_200_date,chronology_value,track_position,artwork_available,relationship_sources,cross_artist,duplicate_rows_removed,current_primary_heuristic,historical_album,artwork_album
"RVTR017444","RVAR008213","You'Re Just The Right Size","The Salsoul Orchestra","41802","RVAL893422","The Salsoul Orchestra","RVAR008213","1975","1975-11-29","release_year:1975","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","41798","41802","41802"
"RVTR017627","RVAR000151","Miss You Much","janet jackson","22089","RVAL842125","Janet Jackson's Rhythm Nation 1814","RVAR000151","1989","1989-10-07","release_year:1989","13","yes","canonical_album_tracks|canonical_album_tracks","no","0","22086","22089","22089"
"RVTR017740","RVAR008545","Jump For My Love","The Pointer Sisters","42503","RVAL029530","The Best Of The Pointer Sisters","RVAR008545","1976","1976-12-04","release_year:1976","26","yes","canonical_album_tracks|canonical_album_tracks","no","0","42490","42503","42503"
"RVTR018736","RVAR006962","Steal Away","johnnie taylor","39175","RVAL452627","Johnnie Taylor's Greatest Hits","RVAR006962","1970","1970-12-19","release_year:1970","19","yes","canonical_track_album_links|canonical_album_tracks","no","1","39176","39175","39175"
"RVTR018811","RVAR008273","Behind Blue Eyes","The Who","41973","RVAL124149","Who's Next","RVAR008273","1971","1971-08-14","release_year:1971","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41946","41973","41973"
"RVTR019243","RVAR003636","Thunderball","tom jones","29987","RVAL142390","Tom Jones Live!","RVAR003636","1969","1969-03-15","release_year:1969","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","29977","29987","29987"
"RVTR020550","RVAR008273","I Can'T Explain","The Who","41963","RVAL481594","The Kids Are Alright (Soundtrack)","RVAR008273","1979","1979-06-30","release_year:1979","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","41967","41963","41963"
"RVTR021493","RVAR001534","Paint Me A Birmingham","tracy lawrence","25273","RVAL682153","Strong","RVAR001534","2004","2004-04-17","release_year:2004","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25268","25273","25273"
"RVTR021698","RVAR003794","Without Me","eminem","30310","RVAL319928","The Eminem Show","RVAR003794","2002","2002-06-08","release_year:2002","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","30304","30310","30310"
"RVTR022933","RVAR002575","Roots Rock Reggae","bob marley and the wailers","27445","RVAL750401","Rastaman Vibration","RVAR002575","1976","1976-05-15","release_year:1976","16","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","2","27443","27445","27445"
"RVTR024332","RVAR001763","Chip Away The Stone","aerosmith","25712","RVAL254385","Live Bootleg","RVAR001763","1978","1978-11-11","release_year:1978","10","yes","canonical_album_tracks|canonical_track_album_links","no","1","25707","25712","25712"
"RVTR024887","RVAR003420","Intro","j. cole","29382","RVAL863089","Cole World: The Sideline Story","RVAR003420","2011","2011-10-15","release_year:2011","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","29379","29382","29382"
"RVTR025139","RVAR000902","Check It Out","bobby womack","23636","RVAL902840","I Don't Know What The World Is Coming To","RVAR000902","1975","1975-05-24","release_year:1975","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","23639","23636","23636"
"RVTR025203","RVAR005108","All Along","blessid union of souls","33473","RVAL811155","Home","RVAR005108","1995","1995-04-22","release_year:1995","3","yes","canonical_album_tracks|canonical_track_album_links","no","1","33472","33473","33473"
"RVTR025737","RVAR007576","All This Time","sting","40292","RVAL090740","The Soul Cages","RVAR007576","1991","1991-02-09","release_year:1991","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","40279","40292","40292"
"RVTR026294","RVAR001018","Heartless","kris allen","23989","RVAL630107","Season 8 Favorite Performances","RVAR001018","2009","2009-06-06","release_year:2009","6","yes","canonical_album_tracks|canonical_track_album_links","no","0","23988","23989","23988"
"RVTR026818","RVAR005772","Shotgun","vanilla fudge","35014","RVAL274271","Vanilla Fudge","RVAR005772","1967","1967-09-16","release_year:1967","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","35012","35014","35014"
"RVTR027153","RVAR001804","Under And Over It","five finger death punch","25790","RVAL946569","American Capitalist","RVAR001804","2011","2011-10-29","release_year:2011","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","25789","25790","25790"
"RVTR027629","RVAR003758","Bell Bottom Blues","eric clapton","30229","RVAL687160","Eric Clapton At His Best","RVAR003758","1972","1972-10-14","release_year:1972","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","30224","30229","30229"
"RVTR027766","RVAR001448","Tell Her Love Has Felt The Need","eddie kendricks","25017","RVAL767130","Eddie Kendricks","RVAR001448","1973","1973-06-16","release_year:1973","14","yes","canonical_album_tracks|canonical_album_tracks","no","0","25016","25017","25017"
"RVTR027885","RVAR005198","Lowdown","boz scaggs","33758","RVAL180102","My Time","RVAR005198","1972","1972-09-23","release_year:1972","9","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","33754","33758","33758"
"RVTR029502","RVAR003898","Wink","neal mccoy","30571","RVAL053092","No Doubt About It","RVAR003898","1994","1994-02-26","release_year:1994","7","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","30570","30571","30571"
"RVTR031079","RVAR001497","Fallen Angel","poison","25190","RVAL521367","Open Up And Say...Ahh!","RVAR001497","1988","1988-05-21","release_year:1988","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25183","25190","25190"
"RVTR032364","RVAR008038","Eight Days A Week","The Beatles","41406","RVAL493810","Beatles VI","RVAR008038","1965","1965-06-26","release_year:1965","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41398","41406","41406"
"RVTR032559","RVAR005204","Scientific Love","midnight star","33768","RVAL377082","Planetary Invasion","RVAR005204","1984","1984-12-08","release_year:1984","3","yes","canonical_album_tracks|canonical_track_album_links","no","0","33766","33768","33768"
"RVTR032586","RVAR002938","I Am Woman","helen reddy","28251","RVAL095970","I Don't Know How To Love Him","RVAR002938","1971","1971-06-05","release_year:1971","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","28250","28251","28251"
"RVTR032615","RVAR000260","Nada Es Para Siempre","luis fonsi","22381","RVAL971581","Paso A Paso","RVAR000260","2005","2005-07-30","release_year:2005","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","22379","22381","22381"
"RVTR032737","RVAR005240","Who Am I","petula clark","33858","RVAL457952","I Couldn't Live Without Your Love","RVAR005240","1966","1966-09-03","release_year:1966","45","yes","canonical_track_album_links|canonical_album_tracks","no","1","33864","33858","33864"
"RVTR032868","RVAR000175","Young Americans","david bowie","22215","RVAL270198","Young Americans","RVAR000175","1975","1975-03-22","release_year:1975","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","22180","22215","22215"
"RVTR033656","RVAR006719","Mountain Of Love","ronnie dove","38642","RVAL259500","The Best Of Ronnie Dove","RVAR006719","1966","1966-04-02","release_year:1966","19","yes","canonical_track_album_links|canonical_album_tracks","no","1","38641","38642","38642"
"RVTR033722","RVAR001777","September","daughtry","25753","RVAL373947","Leave This Town","RVAR001777","2009","2009-08-01","release_year:2009","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","25752","25753","25753"
"RVTR034912","RVAR005887","Hungry Like The Wolf","duran duran","35285","RVAL037050","Rio","RVAR005887","1982","1982-06-05","release_year:1982","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","35272","35285","35285"
"RVTR034977","RVAR006719","Cry","ronnie dove","38642","RVAL259500","The Best Of Ronnie Dove","RVAR006719","1966","1966-04-02","release_year:1966","10","yes","canonical_album_tracks|canonical_album_tracks","no","0","38639","38642","38642"
"RVTR035132","RVAR001066","She Wolf","shakira","24150","RVAL662312","Live & Off The Record","RVAR001066","2004","2004-04-17","release_year:2004","16","yes","canonical_album_tracks|canonical_track_album_links","no","1","24155","24150","24150"
"RVTR035944","RVAR002976","Castles In The Air","don mclean","28347","RVAL256892","Tapestry","RVAR002976","1972","1972-02-12","release_year:1972","1","yes","canonical_album_tracks|canonical_track_album_links|canonical_album_tracks","no","0","28343","28347","28347"
"RVTR036296","RVAR004102","That Was Yesterday","foreigner","30930","RVAL957790","Agent Provocateur","RVAR004102","1985","1985-01-05","release_year:1985","9","yes","canonical_track_album_links|canonical_album_tracks","no","1","30929","30930","30930"
"RVTR036855","RVAR008368","Hello I Love You","The Doors","42132","RVAL594662","Waiting For The Sun","RVAR008368","1968","1968-08-10","release_year:1968","2","yes","canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","42110","42132","42132"
"RVTR037639","RVAR003653","Get Down","curtis mayfield","30038","RVAL385002","Roots","RVAR003653","1971","1971-11-06","release_year:1971","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","30028","30038","30038"
"RVTR039781","RVAR005729","Chattahoochee","alan jackson","34883","RVAL715431","A Lot About Livin' (And A Little 'Bout Love)","RVAR005729","1992","1992-10-24","release_year:1992","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","34881","34883","34883"
"RVTR039924","RVAR000445","It Tears Me Up","percy sledge","22724","RVAL635652","When A Man Loves A Woman","RVAR000445","1966","1966-06-04","release_year:1966","10","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","22723","22724","22724"
"RVTR040159","RVAR000404","To Know You Is To Love You","b.b. king","22663","RVAL751447","To Know You Is To Love You","RVAR000404","1973","1973-09-08","release_year:1973","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","22651","22663","22663"
"RVTR041287","RVAR003758","Let It Rain","eric clapton","30229","RVAL687160","Eric Clapton At His Best","RVAR003758","1972","1972-10-14","release_year:1972","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","30224","30229","30229"
"RVTR042962","RVAR003375","Fantasy","mariah carey","29207","RVAL302879","Daydream","RVAR003375","1995","1995-10-21","release_year:1995","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","29202","29207","29207"
"RVTR043386","RVAR002265","Stone Cold","rainbow","26682","RVAL870323","Straight Between The Eyes","RVAR002265","1982","1982-05-08","release_year:1982","2","no","canonical_album_tracks|canonical_album_tracks","no","0","26677","26682",""
"RVTR043732","RVAR000506","There Is A Mountain","donovan","22824","RVAL485475","Donovan In Concert","RVAR000506","1968","1968-07-27","release_year:1968","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","22826","22824","22824"
"RVTR043982","RVAR008619","The Glory Of Love","The Dells","42658","RVAL838514","Love Is Blue","RVAR008619","1969","1969-08-23","release_year:1969","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","42655","42658","42658"
"RVTR045554","RVAR000454","So Fresh So Clean","outkast","22739","RVAL057454","Stankonia","RVAR000454","2000","2000-11-18","release_year:2000","4","yes","canonical_album_tracks|canonical_album_tracks","no","0","22735","22739","22739"
"RVTR045820","RVAR007934","Words","The Monkees","41288","RVAL998800","Pisces, Aquarius, Capricorn, And Jones Ltd.","RVAR007934","1967","1967-11-25","release_year:1967","25","yes","canonical_album_tracks|canonical_album_tracks","no","0","41281","41288","41288"
"RVTR045989","RVAR001411","Borderline","madonna","24922","RVAL475112","Madonna","RVAR001411","1983","1983-09-03","release_year:1983","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","0","24913","24922","24922"
"RVTR045994","RVAR008795","Darling Be Home Soon","The Lovin' Spoonful","42974","RVAL936823","You're A Big Boy Now","RVAR008795","1967","1967-04-15","release_year:1967","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","42966","42974","42974"
"RVTR046660","RVAR003636","Love Me Tonight","tom jones","29988","RVAL824060","Tom Jones' Greatest Hits","RVAR003636","1974","1974-01-05","release_year:1974","5","no","canonical_album_tracks|canonical_album_tracks","no","0","29984","29988",""
"RVTR046748","RVAR002081","Take That To The Bank","shalamar","26405","RVAL662576","Uptown Festival","RVAR002081","1977","1977-05-21","release_year:1977","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","26399","26405","26405"
"RVTR050401","RVAR002621","Don'T Take The Girl","tim mcgraw","27505","RVAL185326","Not A Moment Too Soon","RVAR002621","1994","1994-04-09","release_year:1994","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","27492","27505","27505"
"RVTR050486","RVAR000001","Take It Easy","Eagles","21687","RVAL942174","Their Greatest Hits 1971-1975","RVAR000001","1976","1976-03-06","release_year:1976","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","21683","21687","21687"
"RVTR053883","RVAR005887","Save A Prayer","duran duran","35285","RVAL037050","Rio","RVAR005887","1982","1982-06-05","release_year:1982","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links","no","1","35272","35285","35285"
"RVTR053914","RVAR004068","The Longest Time","billy joel","30863","RVAL818859","An Innocent Man","RVAR004068","1983","1983-08-20","release_year:1983","3","yes","canonical_album_tracks|canonical_album_tracks","no","0","30862","30863","30863"
"RVTR054470","RVAR005344","Private Dancer","tina turner","34073","RVAL890059","Private Dancer","RVAR005344","1984","1984-06-16","release_year:1984","5","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","34070","34073","34073"
"RVTR055169","RVAR000918","You'Re All I Need To Get By","marvin gaye","23732","RVAL585441","Marvin Gaye Anthology","RVAR000918","1974","1974-04-20","release_year:1974","20","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23722","23732","23732"
"RVTR058384","RVAR006629","Shilo","neil diamond","38435","RVAL696223","Just For You","RVAR006629","1967","1967-09-16","release_year:1967","8","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","38420","38435","38435"
"RVTR058663","RVAR000404","Hummingbird","b.b. king","22643","RVAL469127","Indianola Mississippi Seeds","RVAR000404","1970","1970-10-17","release_year:1970","9","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","22639","22643","22643"
"RVTR058876","RVAR000918","Ain'T No Mountain High Enough","marvin gaye","23732","RVAL585441","Marvin Gaye Anthology","RVAR000918","1974","1974-04-20","release_year:1974","41","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","23723","23732","23732"
"RVTR059874","RVAR003870","Late In The Evening","paul simon","30499","RVAL506035","One Trick Pony","RVAR003870","1980","1980-09-06","release_year:1980","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","30498","30499","30499"
"RVTR061347","RVAR000166","We Just Disagree","dave mason","22157","RVAL307458","The Best Of Dave Mason","RVAR000166","1974","1974-06-29","release_year:1974","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","22153","22157","22157"
"RVTR063015","RVAR006833","These Arms Of Mine","otis redding","38868","RVAL615027","Pain In My Heart","RVAR006833","1964","1964-05-02","release_year:1964","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","38862","38868","38868"
"RVTR063960","RVAR001978","You Wear It Well","rod stewart","26219","RVAL189549","Never A Dull Moment","RVAR001978","1972","1972-08-12","release_year:1972","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","26203","26219","26219"
"RVTR064157","RVAR008735","In My Room","The Beach Boys","42889","RVAL999334","Surfer Girl","RVAR008735","1963","1963-10-12","release_year:1963","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks","no","1","42859","42889","42889"
"RVTR064395","RVAR007096","Honkytonk U","toby keith","39414","RVAL632677","Toby Keith","RVAR007096","1993","1993-05-15","release_year:1993","24","yes","canonical_album_tracks|canonical_album_tracks","no","0","39406","39414","39414"
"RVTR064837","RVAR004489","A Fool Never Learns","andy williams","31798","RVAL910535","The Wonderful World Of Andy Williams","RVAR004489","1964","1964-01-25","release_year:1964","7","yes","canonical_album_tracks|canonical_album_tracks","no","0","31771","31798","31798"
"RVTR065786","RVAR006507","The Second Time Around","frank sinatra","38147","RVAL818922","Sinatra's Sinatra","RVAR006507","1963","1963-10-05","release_year:1963","3","yes","canonical_album_tracks|canonical_track_album_links","no","1","38112","38147","38147"
"RVTR066071","RVAR000001","Heartache Tonight","Eagles","21685","RVAL158259","The Long Run","RVAR000001","1979","1979-10-20","release_year:1979","6","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","21683","21685","21685"
"RVTR066825","RVAR008285","Still In Saigon","The Charlie Daniels Band","42004","RVAL946261","Windows","RVAR008285","1982","1982-04-03","release_year:1982","1","yes","canonical_album_tracks|canonical_album_tracks","no","0","41994","42004","42004"
"RVTR067569","RVAR000659","California Nights","lesley gore","23124","RVAL242109","The Golden Hits Of Lesley Gore","RVAR000659","1965","1965-07-17","release_year:1965","8","yes","canonical_track_album_links|canonical_album_tracks","no","0","23119","23124","23124"
"RVTR068454","RVAR003870","50 Ways To Leave Your Lover","paul simon","30507","RVAL557122","Still Crazy After All These Years","RVAR003870","1975","1975-10-25","release_year:1975","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","30498","30507","30507"
"RVTR070874","RVAR004119","Fire And Water","wilson pickett","30987","RVAL989186","The Best Of Wilson Pickett, Vol. II","RVAR004119","1971","1971-05-22","release_year:1971","12","yes","canonical_album_tracks|canonical_album_tracks","no","0","30980","30987","30987"
"RVTR071145","RVAR002945","Here I Am","dionne warwick","28281","RVAL833290","Here I Am","RVAR002945","1966","1966-01-01","release_year:1966","2","yes","canonical_album_tracks|canonical_track_album_links","no","1","28274","28281","28281"
"RVTR071605","RVAR001090","Sweet Pea","tommy roe","24184","RVAL270700","Sweet Pea","RVAR001090","1966","1966-11-05","release_year:1966","6","yes","canonical_album_tracks|canonical_track_album_links","no","1","24182","24184","24182"
"RVTR072136","RVAR006296","Honky Cat","elton john","37625","RVAL468685","Honky Chateau","RVAR006296","1972","1972-06-17","release_year:1972","2","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","37624","37625","37625"
"RVTR072227","RVAR005399","Get It While You Can","janis joplin","34205","RVAL804416","Pearl","RVAR005399","1971","1971-01-30","release_year:1971","10","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","34202","34205","34205"
"RVTR072237","RVAR001483","Neither One Of Us Wants To Be The First To Say Goodbye","gladys knight and the pips","25120","RVAL501798","Gladys Knight & The Pips Greatest Hits","RVAR001483","1970","1970-04-04","release_year:1970","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","25126","25120","25120"
"RVTR074223","RVAR003870","Mother And Child Reunion","paul simon","30500","RVAL818964","Paul Simon","RVAR003870","1972","1972-02-12","release_year:1972","1","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_track_album_links|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","1","30498","30500","30500"
"RVTR074671","RVAR005240","Round Every Corner","petula clark","33858","RVAL457952","I Couldn't Live Without Your Love","RVAR005240","1966","1966-09-03","release_year:1966","15","yes","canonical_track_album_links|canonical_album_tracks","no","1","33864","33858","33864"
"RVTR074734","RVAR006492","Ma Ana","jimmy buffett","38053","RVAL106145","Son Of A Son Of A Sailor","RVAR006492","1978","1978-04-08","release_year:1978","8","yes","canonical_album_tracks|canonical_album_tracks","no","0","38028","38053","38053"
"RVTR076191","RVAR005441","Kansas City Star","roger miller","34304","RVAL248274","The 3rd Time Around","RVAR005441","1965","1965-07-24","release_year:1965","10","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","34302","34304","34304"
"RVTR076573","RVAR008038","I Feel Fine","The Beatles","41405","RVAL805612","Beatles '65","RVAR008038","1965","1965-01-02","release_year:1965","10","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","41398","41405","41405"
"RVTR076964","RVAR005198","Breakdown Dead Ahead","boz scaggs","33756","RVAL349033","Middle Man","RVAR005198","1980","1980-04-19","release_year:1980","2","yes","canonical_album_tracks|canonical_album_tracks","no","0","33754","33756","33756"
"RVTR078059","RVAR008778","Sooner Or Later","The Grass Roots","42952","RVAL855339","Let's Live For Today","RVAR008778","1967","1967-08-19","release_year:1967","4","yes","canonical_track_album_links|canonical_album_tracks","no","1","42956","42952","42952"
"RVTR078470","RVAR008583","Jesus Is Just Alright","The Doobie Brothers","42573","RVAL729407","Toulouse Street","RVAR008583","1972","1972-08-26","release_year:1972","7","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","42572","42573","42573"
"RVTR078705","RVAR001448","Boogie Down","eddie kendricks","25017","RVAL767130","Eddie Kendricks","RVAR001448","1973","1973-06-16","release_year:1973","6","yes","canonical_album_tracks|canonical_album_tracks","no","0","25016","25017","25017"
"RVTR078997","RVAR002976","Crying","don mclean","28345","RVAL755751","Don McLean","RVAR002976","1972","1972-12-23","release_year:1972","8","yes","canonical_track_album_links|canonical_album_tracks","no","0","28344","28345","28345"
"RVTR079928","RVAR006461","Cowboys Like Us","george strait","37948","RVAL682986","Honkytonkville","RVAR006461","2003","2003-06-28","release_year:2003","4","yes","canonical_album_tracks|canonical_album_tracks|canonical_album_tracks","no","0","37931","37948","37948"
"RVTR080011","RVAR006962","I Believe In You You Believe In Me","johnnie taylor","39175","RVAL452627","Johnnie Taylor's Greatest Hits","RVAR006962","1970","1970-12-19","release_year:1970","9","yes","canonical_album_tracks|canonical_album_tracks","no","0","39180","39175","39175"
