canonical_album_tracks_id,rvtr,old_canonical_track_key,proposed_canonical_track_key,album_id,album_title,rval,position,slot_title,confidence,reason,old_canonical_source,old_confidence_score,old_review_flag,old_updated_at
"477503","RVTR163712","","RVTR163712","34267","20","RVAL478797","3","Baby‐Baby‐Baby","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"495331","RVTR168235","","RVTR168235","23651","Bullet In A Bible","RVAL644084","5","St. Jimmy","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"528906","RVTR170490","","RVTR170490","22130","The Truth About Men","RVAL530303","1","Drinkin’ Bone","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"542473","RVTR177519","","RVTR177519","29885","Fashion Nugget","RVAL631048","9","Perhaps, Perhaps, Perhaps","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1996","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"402045","RVTR178658","","RVTR178658","30710","Horizon","RVAL531370","3","Drivin’ My Life Away","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"464301","RVTR190370","","RVTR190370","26623","Mezmerize","RVAL150248","8","Question!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"431805","RVTR191560","","RVTR191560","37650","Victim Of Love","RVAL835768","1","Johnny B. Goode","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1979","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"431707","RVTR191573","","RVTR191573","37625","Honky Chateau","RVAL468685","11","Susie (Dramas)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1972","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"518378","RVTR195395","","RVTR195395","37578","Oh No! It's Devo","RVAL300068","2","Peek·A·Boo!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"479222","RVTR216814","","RVTR216814","35271","All You Need Is Now","RVAL207450","6","Girl Panic!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"382613","RVTR230404","","RVTR230404","25900","Good To Go Lover","RVAL998913","1","(They Long To Be) Close To You","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1986","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"557352","RVTR240496","","RVTR240496","39081","Nothing Safe","RVAL303753","1","Would?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"554729","RVTR257567","","RVTR257567","37642","The Diving Board","RVAL315252","5","Dream #1","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"550461","RVTR278566","","RVTR278566","34523","The Legendary Demos","RVAL936085","4","(You Make Me Feel Like) A Natural Woman","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2012","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"482299","RVTR298766","","RVTR298766","37610","Breaking Hearts","RVAL328583","9","Did He Shoot Her?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1984","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"537458","RVTR305141","","RVTR305141","26968","Eagle When She Flies","RVAL651812","2","Rockin’ Years","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1991","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"367371","RVTR321800","","RVTR321800","22090","janet.","RVAL416252","15","Any Time, Any Place","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1993","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"482455","RVTR322834","","RVTR322834","37735","Always & Forever","RVAL930018","4","Oh Baby, I…","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1994","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"431751","RVTR324819","","RVTR324819","37639","Songs From The West Coast","RVAL777465","3","Look Ma, No Hands","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"500313","RVTR326027","","RVTR326027","26447","Illuminations","RVAL844375","1","The Wandering Kind (Prelude)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"394309","RVTR330993","","RVTR330993","28839","The Mighty Quinn","RVAL475773","3","5‐4‐3‐2‐1","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"483336","RVTR337109","","RVTR337109","38247","Black & White Night: 30","RVAL456083","8","It’s Over","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"390682","RVTR340797","","RVTR340797","27923","The Legend Of Johnny Cash","RVAL987198","10","Wreck Of The Old 97","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"548199","RVTR375174","","RVTR375174","33234","Everybody's Doin' The Hustle & Dead Double Bump","RVAL564434","5","Papa's Got A Brand New Bag","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"498524","RVTR379128","","RVTR379128","25402","Bloodletting","RVAL329161","1","Bloodletting (The Vampire Song)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"417404","RVTR380245","","RVTR380245","34416","The Way It Is","RVAL790543","1","(I Just Want It) To Be Over","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"421571","RVTR381004","","RVTR381004","35453","More Creedence Gold","RVAL282331","5","Lookin’ Out My Back Door","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"472111","RVTR383333","","RVTR383333","31085","The Best That I Could Do 1978 - 1988","RVAL623014","14","Ain't Even Done With The Night","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"406434","RVTR398193","","RVTR398193","31773","Canadian Sunset","RVAL626572","6","Are You Sincere?","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1965","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"384820","RVTR402770","","RVTR402770","26448","Josh Groban","RVAL218134","4","Cinema Paradiso (Se)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"385608","RVTR404332","","RVTR404332","26646","Runaway Horses","RVAL505728","6","(We Want) The Same Thing","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"473668","RVTR414447","","RVTR414447","32003","Right Place Right Time","RVAL288024","4","Dear Darlin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2013","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"530561","RVTR415214","","RVTR415214","23080","Bounce","RVAL933797","6","All About Lovin' You","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"550168","RVTR422162","","RVTR422162","34369","Shaka Rock","RVAL234867","4","Black Hearts (On Fire)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"518423","RVTR433621","","RVTR433621","37619","Goodbye Yellow Brick Road","RVAL817194","7","Jamaica Jerk‐Off","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"434495","RVTR435792","","RVTR435792","38273","Eliminator","RVAL095222","1","Gimme All Your Lovin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1983","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"433367","RVTR435813","","RVTR435813","38012","Dierks Bentley","RVAL298512","9","How Am I Doin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2003","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"478811","RVTR438826","","RVTR438826","35035","Detonator","RVAL439636","10","Givin' Yourself Away","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1990","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"547986","RVTR441384","","RVTR441384","33079","Life Goes On","RVAL612582","3","She Didn't Have Time","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"496247","RVTR444029","","RVTR444029","24215","Bootleg Versions","RVAL619878","3","No Woman, No Cry","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1996","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"439763","RVTR444661","","RVTR444661","39610","Frank","RVAL596999","2","You Sent Me Flying / Cherry","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"542466","RVTR445158","","RVTR445158","29884","Comfort Eagle","RVAL332843","4","Short Skirt/Long Jacket","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"404783","RVTR451547","","RVTR451547","31375","Sinners Like Me","RVAL892976","3","How ’Bout You","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"519007","RVTR464283","","RVTR464283","37980","Robbie Nevil","RVAL083999","5","C’est La Vie","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1986","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"544005","RVTR466701","","RVTR466701","30747","Gotta Get Thru This","RVAL211625","2","James Dean (I Wanna Know)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"521029","RVTR471339","","RVTR471339","39065","Hello Hurricane","RVAL563653","4","The Sound (John M. Perkins’ Blues)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"534097","RVTR471846","","RVTR471846","25017","Eddie Kendricks","RVAL767130","8","Keep On Truckin'","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"389933","RVTR473201","","RVTR473201","27738","The Incredible Base","RVAL176849","1","Turn It Out (Go Base)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"408465","RVTR480309","","RVTR480309","32258","Ricky Martin","RVAL364834","4","Shake Your Bon‐Bon","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"401959","RVTR493126","","RVTR493126","30685","Double Wide","RVAL633576","9","Yeah, Yeah, Yeah","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"545020","RVTR503944","","RVTR503944","31311","Ram It Down","RVAL048504","8","Johnny B. Goode","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1988","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"499035","RVTR504381","","RVTR504381","25696","You've Come A Long Way, Baby","RVAL025416","1","Right Here, Right Now","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"523801","RVTR513635","","RVTR513635","40639","Everybody's Rockin'","RVAL718977","8","Wonderin'","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1983","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"438361","RVTR514367","","RVTR514367","39268","Dark Horse","RVAL713931","8","Shakin' Hands","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"501037","RVTR540781","","RVTR540781","26894","Randy Travis","RVAL726405","1","Forever And Ever, Amen","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"485809","RVTR547352","","RVTR547352","39610","Frank","RVAL596999","7","(There Is) No Greater Love","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"401186","RVTR552583","","RVTR552583","30499","One Trick Pony","RVAL506035","5","Oh, Marion","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1980","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"470599","RVTR555363","","RVTR555363","30277","It's Dark And Hell Is Hot","RVAL768782","2","Ruff Ryders Anthem","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"451656","RVTR556998","","RVTR556998","42469","Electric","RVAL867636","3","Lil' Devil","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1987","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"500896","RVTR559909","","RVTR559909","26797","For Once In My Life","RVAL852276","2","Shoo‐Be‐Doo‐Be‐Doo‐Da‐Day","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1969","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"460265","RVTR563397","","RVTR563397","24411","Everytime We Touch","RVAL794996","6","Truly, Madly, Deeply","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"375344","RVTR563866","","RVTR563866","24031","A New Flame","RVAL370918","1","It’s Only Love","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1989","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"506389","RVTR571122","","RVTR571122","30081","Brushfire Fairytales","RVAL563499","10","Mudfootball (For Moe Lerner)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"559529","RVTR578312","","RVTR578312","40315","Insomniac","RVAL475014","3","Do You Know? (The Ping Pong Song)","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"484042","RVTR579276","","RVTR579276","38653","The Dirt Band","RVAL257522","4","Fishin' In The Dark","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"528740","RVTR579908","","RVTR579908","22055","Unity","RVAL938614","7","Baby, I Love Your Way","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1994","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"454753","RVTR580736","","RVTR580736","43148","The Magic Garden","RVAL915588","8","The Girl’s Song","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968; chart year 1970; chart/album year delta 2","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"499909","RVTR582584","","RVTR582584","26190","Chocolate Starfish And The Hot Dog Flavored Water","RVAL440866","7","Livin’ It Up","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"488346","RVTR589518","","RVTR589518","41132","Discovery","RVAL980409","4","Harder, Better, Faster, Stronger","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"387124","RVTR597944","","RVTR597944","27029","Dangerous Curves","RVAL018393","5","Playin’ With Fire","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1991","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"549069","RVTR608306","","RVTR608306","33778","Dirty Work","RVAL733968","5","Time‐Bomb","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"388660","RVTR610080","","RVTR610080","27416","Deuce","RVAL118229","7","Rockin’","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1981","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"521646","RVTR619452","","RVTR619452","39379","Return Of Saturn","RVAL404123","1","Ex‐Girlfriend","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2000","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"548202","RVTR625505","","RVTR625505","33236","Get On Up: The James Brown Story (Soundtrack)","RVAL912259","2","The Payback - Part 1","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2014","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"380715","RVTR628948","","RVTR628948","25414","My Life II...The Journey Continues (Act 1)","RVAL417231","6","25/8","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"398003","RVTR645728","","RVTR645728","29715","Robyn","RVAL742493","5","Be Mine!","1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
