canonical_album_tracks_id,rvtr,old_canonical_track_key,proposed_canonical_track_key,album_id,album_title,rval,position,slot_title,confidence,reason,old_canonical_source,old_confidence_score,old_review_flag,old_updated_at
"564950","RVTR047899","","RVTR047899","43518","Cloud 9","RVAL000070","5","Beautiful Things","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:49:24.456522"
"397113","RVTR049087","","RVTR049087","29507","Something To Get You Hyped","RVAL701930","2","B Girls","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"563569","RVTR049750","","RVTR049750","42868","Keepin' The Summer Alive","RVAL849835","6","Goin’ On","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"506212","RVTR055437","","RVTR055437","29960","Kima, Keisha & Pam","RVAL929725","1","Trippin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565158","RVTR055564","","RVTR055564","43531","SoulFly","RVAL000085","9","Pills & Billz","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:27.658267"
"390091","RVTR057315","","RVTR057315","27779","L.A. Reggae","RVAL484136","1","Rockin' Pneumonia-Boogie Woogie Flu","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"414949","RVTR059872","","RVTR059872","33809","Over The Line","RVAL918453","1","Goin’ Down","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"479962","RVTR060928","","RVTR060928","35693","Project Baby Two","RVAL475802","10","Transportin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"374985","RVTR062395","","RVTR062395","23949","Proud To Be Here","RVAL899528","5","Just Fishin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"411844","RVTR062453","","RVTR062453","33083","Off The Hook","RVAL425838","5","Who Can I Run To?","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"433122","RVTR062656","","RVTR062656","37931","22 More Hits","RVAL480243","1","How ’Bout Them Cowgirls","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"468286","RVTR062831","","RVTR062831","28960","Lord Willin'","RVAL333027","4","Grindin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"510812","RVTR063671","","RVTR063671","32603","Mr. Smith","RVAL885852","10","Loungin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564344","RVTR063926","","RVTR063926","43477","Shoot for the Stars Aim for the Moon","RVAL000016","16","Diana","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"565321","RVTR068866","","RVTR068866","43542","Hall of Fame","RVAL000098","20","Bloody Canvas","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"437222","RVTR074563","","RVTR074563","38971","Touch Me","RVAL803541","6","Do Ya Do Ya (Wanna Please Me)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"560317","RVTR078554","","RVTR078554","40781","Vixen","RVAL032661","3","Cryin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"547703","RVTR080064","","RVTR080064","32931","Rockbird","RVAL319684","2","French Kissin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"473339","RVTR086788","","RVTR086788","31837","The Delta Sweete","RVAL720600","5","Mornin’ Glory","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564614","RVTR089051","","RVTR089051","43496","Suga","RVAL000121","3","Captain Hook","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 21:59:27.364342"
"399972","RVTR090160","","RVTR090160","30167","Love's The Thing","RVAL266199","1","Shackin’ Up","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"498613","RVTR094002","","RVTR094002","25449","Legal Drug Money","RVAL974048","11","Jeeps Lex Coups Bimaz Benz","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache_hot100_gap","0.86","ok","2026-05-20 22:14:03.905719"
"518998","RVTR094329","","RVTR094329","37976","Welcome To The Zoo","RVAL558401","2","Hood Nigga","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"407683","RVTR098315","","RVTR098315","32082","Eve-olution","RVAL630295","2","Gangsta Lovin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"419864","RVTR100150","","RVTR100150","35012","Rock & Roll","RVAL988415","10","Where Is My Mind","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"534056","RVTR100610","","RVTR100610","24997","Trans-europe Express","RVAL059982","4","Trans Europe Express","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"546508","RVTR102178","","RVTR102178","32203","Dog And Butterfly","RVAL314483","1","Dog & Butterfly","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"404019","RVTR102849","","RVTR102849","31184","Universal Soldier","RVAL417541","3","Are We Cuttin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565514","RVTR104713","","RVTR104713","43554","King","RVAL000116","7","Why You Wanna","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:20.038628"
"558891","RVTR105427","","RVTR105427","39916","Own The Night","RVAL548785","3","Dancin’ Away With My Heart","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"494107","RVTR106231","","RVTR106231","22909","No Lookin' Back","RVAL677064","1","No Lookin’ Back","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"469208","RVTR119239","","RVTR119239","29503","Stadium Arcadium","RVAL321311","2","Snow (Hey Oh)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"432930","RVTR125129","","RVTR125129","37887","Dark Horse","RVAL104312","6","Ding Dong, Ding Dong","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"384520","RVTR127688","","RVTR127688","26376","I'm Just Corey","RVAL889426","1","Hush Lil Lady","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"484366","RVTR130955","","RVTR130955","38830","Slow Flux","RVAL146640","6","Straight Shootin’ Woman","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"549127","RVTR131522","","RVTR131522","33813","Defying Gravity","RVAL391603","4","’Til Summer Comes Around","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"479876","RVTR131859","","RVTR131859","35646","Most Known Unknown","RVAL337005","7","Poppin’ My Collar","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"445416","RVTR134693","","RVTR134693","40996","Today","RVAL566642","1","T‐R‐O‐U‐B‐L‐E","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565348","RVTR135211","","RVTR135211","43544","Pray 4 Love","RVAL000103","7","No Weakness","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:37.670283"
"564342","RVTR137897","","RVTR137897","43477","Shoot for the Stars Aim for the Moon","RVAL000016","14","Something Special","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"448698","RVTR141644","","RVTR141644","41786","In Visible Silence","RVAL561654","2","Paranoimia","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"533669","RVTR148644","","RVTR148644","24803","Liquid Swords","RVAL795666","8","Shadowboxin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564338","RVTR148995","","RVTR148995","43477","Shoot for the Stars Aim for the Moon","RVAL000016","10","The Woo","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"565051","RVTR149150","","RVTR149150","43525","Stick Season (We’ll All Be Here Forever)","RVAL000077","4","She Calls Me Back","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:49:54.786506"
"376428","RVTR151608","","RVTR151608","24305","KISS","RVAL743046","6","Kissin’ Time","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"562763","RVTR158764","","RVTR158764","42377","Homemade","RVAL560933","3","Double Lovin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"457038","RVTR162561","","RVTR162561","22528","Carla","RVAL921577","1","B‐A‐B‐Y","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564347","RVTR163297","","RVTR163297","43477","Shoot for the Stars Aim for the Moon","RVAL000016","19","Dior","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"410981","RVTR170807","","RVTR170807","32883","My Baby Loves Lovin'","RVAL879320","6","My Baby Loves Lovin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"558986","RVTR171683","","RVTR171683","39978","Still Not Getting Any...","RVAL561177","1","Shut Up!","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"436954","RVTR174763","","RVTR174763","38916","MH","RVAL495725","2","Clubbin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"432569","RVTR175153","","RVTR175153","37802","Somebody's Been Sleeping In My Bed","RVAL393484","3","One Man’s Leftovers (Is Another Man’s Feast)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565436","RVTR181667","","RVTR181667","43548","Nostalgia","RVAL000108","13","Great Gatsby","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:56.655175"
"492892","RVTR181847","","RVTR181847","22231","Tical","RVAL439918","8","Release Yo’ Delf","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"495075","RVTR185901","","RVTR185901","23491","Home To You","RVAL017121","2","Hello L-O-V-E","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"447063","RVTR186654","","RVTR186654","41397","Gloria","RVAL261880","1","Gloria","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564334","RVTR187013","","RVTR187013","43477","Shoot for the Stars Aim for the Moon","RVAL000016","6","Yea Yea","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"565156","RVTR190178","","RVTR190178","43531","SoulFly","RVAL000085","7","Richer","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:27.658267"
"460048","RVTR190795","","RVTR190795","24285","Al-Di-La And Other Extra-Special Songs For Young Lovers","RVAL801970","2","Al-Di-La","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"565278","RVTR192117","","RVTR192117","43540","The Secret of Us","RVAL000095","2","Risk","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:19.346876"
"422548","RVTR194408","","RVTR194408","35670","True Love","RVAL452100","4","Baby What About You","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564254","RVTR203409","","RVTR203409","43471","Zach Bryan","RVAL000005","8","Holy Roller","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
"438579","RVTR205994","","RVTR205994","39324","All Over The Road","RVAL883886","2","Lovin’ You Is Fun","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565346","RVTR206487","","RVTR206487","43544","Pray 4 Love","RVAL000103","5","I Remember","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:37.670283"
"550648","RVTR207811","","RVTR207811","34622","A Night To Remember","RVAL601645","4","The Quittin’ Kind","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"519708","RVTR208255","","RVTR208255","38355","Don't Tread","RVAL787076","3","Where You Goin’ Now","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"412489","RVTR211337","","RVTR211337","33228","Victory","RVAL937522","1","Torture","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"436195","RVTR214935","","RVTR214935","38720","Reflections","RVAL327321","1","’Til You Do Me Right","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"374372","RVTR216519","","RVTR216519","23789","Last Time I Saw Him","RVAL385335","4","Sleepin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"564798","RVTR221761","","RVTR221761","43509","The Great American Bar Scene","RVAL000062","3","The Great American Bar Scene","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:38:56.015433"
"377675","RVTR223531","","RVTR223531","24621","Dancin' Man","RVAL900239","1","Dancin’ Man","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"420843","RVTR229565","","RVTR229565","35268","Eat 'Em And Smile","RVAL770557","5","Goin’ Crazy!","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"463817","RVTR231719","","RVTR231719","26355","Fenix","RVAL642110","7","With You Tonight (Hasta El Amanecer)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"557484","RVTR233918","","RVTR233918","39161","Doubt","RVAL943719","7","Real, Real, Real","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"551133","RVTR237396","","RVTR237396","34907","What I Do","RVAL742462","8","The Talkin’ Song Repair Blues","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565312","RVTR238436","","RVTR238436","43542","Hall of Fame","RVAL000098","11","Go, Part 1","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:27.810754"
"564258","RVTR238714","","RVTR238714","43471","Zach Bryan","RVAL000005","12","Tourniquet","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 19:59:15.078143"
"565571","RVTR240956","","RVTR240956","43558","An Evening With Silk Sonic","RVAL000125","4","After Last Night","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:52:41.612648"
"527154","RVTR243586","","RVTR243586","42741","Till","RVAL427966","5","I Will","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"484188","RVTR245733","","RVTR245733","38734","The Scene Changes","RVAL018104","5","Dream On, Little Dreamer","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","lineage_acoustic_recovery","0.74","review_required","2026-05-20 22:14:03.905719"
"565425","RVTR251183","","RVTR251183","43548","Nostalgia","RVAL000108","2","Long Journey","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:56.655175"
"565165","RVTR252985","","RVTR252985","43531","SoulFly","RVAL000085","16","Sneaky Links","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:27.658267"
"455178","RVTR254636","","RVTR254636","43246","Piece Of Mind","RVAL634803","1","Where Do I Go / Be-In (Hare Krishna)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564339","RVTR255494","","RVTR255494","43477","Shoot for the Stars Aim for the Moon","RVAL000016","11","West Coast Shit","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 20:44:53.583021"
"562353","RVTR256680","","RVTR256680","42107","Look-Ka Py Py","RVAL995576","1","Look‐Ka Py Py","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564797","RVTR263066","","RVTR263066","43509","The Great American Bar Scene","RVAL000062","2","Mechanical Bull","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:38:56.015433"
"375961","RVTR265159","","RVTR265159","24180","More, More, More","RVAL624949","2","NY You Got Me Dancing","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"400466","RVTR268978","","RVTR268978","30307","Recovery","RVAL609297","2","Talkin’ 2 Myself","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
"565162","RVTR270657","","RVTR270657","43531","SoulFly","RVAL000085","13","Omdb","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:50:27.658267"
"557661","RVTR275149","","RVTR275149","39252","Let Me Up (I've Had Enough)","RVAL837647","1","Jammin’ Me","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"565399","RVTR281674","","RVTR281674","43547","Hot Pink","RVAL000107","6","Like That","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-13 01:51:51.599322"
"536382","RVTR283793","","RVTR283793","26368","How 'bout Us","RVAL260635","5","How ’Bout Us","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"564545","RVTR283840","","RVTR283840","43492","Fireworks & Rollerblades","RVAL000045","5","Cry","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_ingest_approved","0.95","curated","2026-06-12 21:59:21.920826"
"532009","RVTR286215","","RVTR286215","23909","Mind, Body & Song","RVAL419091","5","5-4-3-2 (Yo' Time Is Up)","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"386286","RVTR288062","","RVTR288062","26825","Take A Look Over Your Shoulder (Reality)","RVAL096675","3","Smokin’ Me Out","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.88","ok","2026-05-20 22:14:03.905719"
"458942","RVTR288421","","RVTR288421","23635","Fly Me To The Moon","RVAL490251","10","California Dreamin’","1.0","same canonical artist; exact normalized album-track title; unique unkeyed slot; chart year within one year of album release","musicbrainz_cache","0.92","ok","2026-05-20 22:14:03.905719"
