bucket,artist,title,filePath,rvtr,matchedTitle,matchedArtist,score,artistScore,titleScore,tier,assigned,assignError
auto-matched,The Jimi Hendrix Experience,Voodoo Child (Slight Return),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Jimi Hendrix Experience - Voodoo Child (Slight Return).mp4,RVTR075791,Voodoo Child Slight Return,The Jimi Hendrix Experience,100,100,100,A,no,
auto-matched,Across The Universe,Being For The Benefit Of Mr Kite  (2007),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Across The Universe - Being For The Benefit Of Mr Kite  (2007).mp4,RVTR279287,Being For The Benefit Of Mr Kite 2007,Across The Universe,100,100,100,A,no,
auto-matched,Judy Garland & Liza Minnelli,Together Wherever We Go (1963),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Judy Garland & Liza Minnelli - Together Wherever We Go (1963).mp4,RVTR882842,Together Wherever We Go 1963,Judy Garland & Liza Minnelli,100,100,100,A,no,
auto-matched,Shakira f./Dizzee Rascal,Loca (Freemasons Mixshow Edit*),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Shakira f._Dizzee Rascal - Loca (Freemasons Mixshow Edit_).mp4,RVTR772075,Loca Freemasons Mixshow Edit,Shakira f./Dizzee Rascal,100,100,100,A,no,
auto-matched,Climie Fisher,Love Changes Everything (Extended Version),/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Climie Fisher - Love Changes Everything (Extended Version).mp4,RVTR137934,Love Changes Everything Extended Version,climie fisher,100,100,100,A,no,
auto-matched,Marilyn McCoo,Up Up & Away Last Night I Didn t Get to Sleep,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Marilyn McCoo - Up Up & Away Last Night I Didn t Get to Sleep.mp4,RVTR753044,Up Up Away Last Night I Didn T Get To Sleep,marilyn mccoo,100,100,100,A,no,
auto-matched,Duran Duran,Rio,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Duran Duran - Rio.mp4,RVTR778204,Rio,duran duran,100,100,100,A,no,
auto-matched,"Elle King, Miranda Lambert",Drunk (And I Don't Wanna Go Home),"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Elle King, Miranda Lambert - Drunk (And I Don't Wanna Go Home).mp4",RVTR251793,Drunk And I Don'T Wanna Go Home,"Elle King, Miranda Lambert",100,100,100,A,no,
auto-matched,Are There Any More Real Cowboys,"Willie Nelson, Neil Young","/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Are There Any More Real Cowboys - Willie Nelson, Neil Young.mp4",RVTR151888,Willie Nelson Neil Young,Are There Any More Real Cowboys,100,100,100,A,no,
auto-matched,Florence + the Machine,Florence + the Machine - The Chain (Glastonbury Festival 2010),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Florence + the Machine - The Chain (Glastonbury Festival 2010).mp4,RVTR081752,Florence The Machine The Chain Glastonbury Festival 2010,florence + the machine,100,100,100,B,no,
auto-matched,"Neil Diamond, Natalie Maines",Another Day (That Time Forgot),"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Neil Diamond, Natalie Maines - Another Day (That Time Forgot).mp4",RVTR168858,Another Day That Time Forgot,"Neil Diamond, Natalie Maines",100,100,100,A,no,
auto-matched,Gloria Jones Vs. Fine Young Cannibals,Tainted / Good Thing,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Gloria Jones Vs. Fine Young Cannibals - Tainted _ Good Thing.mp4,RVTR442872,Tainted Good Thing,Gloria Jones Vs. Fine Young Cannibals,100,100,100,A,no,
auto-matched,Jamie Foxx f./Drake,Fall For Your Type (Broadcast Version),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jamie Foxx f._Drake - Fall For Your Type (Broadcast Version).mp4,RVTR730326,Fall For Your Type Broadcast Version,Jamie Foxx f./Drake,100,100,100,A,no,
auto-matched,Edison Lighthouse,Love Grows Where My Rosemary Grows (BW),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Edison Lighthouse - Love Grows Where My Rosemary Grows (BW).mp4,RVTR067048,Love Grows Where My Rosemary Grows Bw,edison lighthouse,100,100,100,A,no,
auto-matched,The Doobie Brothers,China Grove/Listen To The Music (Live),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doobie Brothers - China Grove_Listen To The Music (Live).mp4,RVTR459954,China Grove Listen To The Music Live,The Doobie Brothers,100,100,100,B,no,
auto-matched,Elton John,Goodbye Yellow Brick Road(Muppet Show 1977),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Goodbye Yellow Brick Road (Muppet Show 1977).mp4,RVTR852528,Goodbye Yellow Brick Road Muppet Show 1977,elton john,100,100,100,A,no,
auto-matched,The Temptations,The Way You Do The Things You Do (Acapella),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Temptations - The Way You Do The Things You Do (Acapella).mp4,RVTR117258,The Way You Do The Things You Do Acapella,The Temptations,100,100,100,A,no,
auto-matched,The Blues Brothers,Everybody Needs Somebody To Love (Clip),/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Blues Brothers - Everybody Needs Somebody To Love (Clip).mp4,RVTR349085,Everybody Needs Somebody To Love Clip,The Blues Brothers,100,100,100,A,no,
auto-matched,Neil Young and Phish,Down By the River (Live at Farm Aid 1998),/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Neil Young and Phish - Down By the River (Live at Farm Aid 1998).mp4,RVTR521984,Down By The River Live At Farm Aid 1998,Neil Young and Phish,100,100,100,A,no,
auto-matched,The Rolling Stones,You Can't Always Get What You Want  (2013),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - You Can't Always Get What You Want  (2013).mp4,RVTR217359,You Can'T Always Get What You Want 2013,The Rolling Stones,100,100,100,A,no,
auto-matched,The Kentucky Headhunters,Dumas Walker (Live At Farm Aid 1990),/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/The Kentucky Headhunters - Dumas Walker (Live At Farm Aid 1990).mp4,RVTR560815,Dumas Walker Live At Farm Aid 1990,The Kentucky Headhunters,100,100,100,A,no,
auto-matched,Michael Jackson and Bruno Mars,Uptown Funk (Impersonators),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Michael Jackson and Bruno Mars - Uptown Funk (Impersonators).mp4,RVTR354993,Uptown Funk Impersonators,Michael Jackson and Bruno Mars,100,100,100,A,no,
auto-matched,Village People,In The Navy : YMCA : You Can t Stop The Music,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Village People - In The Navy _ YMCA _ You Can t Stop The Music.mp4,RVTR017033,In The Navy Ymca You Can T Stop The Music,village people,100,100,100,A,no,
auto-matched,The Midnight Special,Loggins & Messina - Your Mama Dont Dance,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Midnight Special - Loggins & Messina - Your Mama Dont Dance.mp4,RVTR547268,Loggins Messina Your Mama Dont Dance,The Midnight Special,100,100,100,A,no,
auto-matched,Lloyd f./Andre 3000 & Lil Wayne,Dedication To My Ex (Miss That),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lloyd f._Andre 3000 & Lil Wayne - Dedication To My Ex (Miss That).mp4,RVTR195074,Dedication To My Ex Miss That,Lloyd f./Andre 3000 & Lil Wayne,100,100,100,A,no,
auto-matched,Across The Universe,With A Little Help From My Friends  (2007),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Across The Universe - With A Little Help From My Friends  (2007).mp4,RVTR306726,With A Little Help From My Friends 2007,Across The Universe,100,100,100,A,no,
auto-matched,Sly & the Family Stone,Thank You (Falettinme Be Mice Elf Agin),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sly & the Family Stone - Thank You (Falettinme Be Mice Elf Agin).mp4,RVTR425408,Thank You Falettinme Be Mice Elf Agin,Sly & The Family Stone,100,100,100,A,no,
